,Bo.,No.,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg,No.
0,1,4,FM,Tomic Aleksandar,2365,0,1 - 0,0,GM,Blagojevic Dragisa,2481,1
1,2,3,IM,Kalezic Blazo,2456,0,0 - 1,0,IM,Draskovic Luka,2464,2
