,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
0,1,2,2371,GM,Bilguun Sumiya,0 - 1,CM,Chinguun Bayaraa,1880,11
1,2,3,2371,GM,Batsuren Dambasuren,1 - 0,FM,Tengis Tsog-Ochir,2204,10
2,3,4,2369,GM,Gundavaa Bayarsaikhan,1 - 0,FM,Garidmagnai Byambasuren,2171,9
3,4,5,2422,GM,Nasanjargal Urtnasan,½ - ½,IM,Gan-Erdene Sugar,2270,8
4,5,6,2323,IM,Battulga Namkhai,0 - 1,FM,Boldoo Erdenepurev,2289,7
5,6,1,2204,IM,Agibileg Uurtsaikh,0,,bye,0,-1
6,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
7,1,8,2270,IM,Gan-Erdene Sugar,1 - 0,IM,Battulga Namkhai,2323,6
8,2,9,2171,FM,Garidmagnai Byambasuren,0 - 1,GM,Nasanjargal Urtnasan,2422,5
9,3,10,2204,FM,Tengis Tsog-Ochir,1 - 0,GM,Gundavaa Bayarsaikhan,2369,4
10,4,11,1880,CM,Chinguun Bayaraa,0 - 1,GM,Batsuren Dambasuren,2371,3
11,5,1,2204,IM,Agibileg Uurtsaikh,1 - 0,GM,Bilguun Sumiya,2371,2
12,6,7,2289,FM,Boldoo Erdenepurev,0,,bye,0,-1
13,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
14,1,3,2371,GM,Batsuren Dambasuren,1 - 0,IM,Agibileg Uurtsaikh,2204,1
15,2,4,2369,GM,Gundavaa Bayarsaikhan,1 - 0,CM,Chinguun Bayaraa,1880,11
16,3,5,2422,GM,Nasanjargal Urtnasan,1 - 0,FM,Tengis Tsog-Ochir,2204,10
17,4,6,2323,IM,Battulga Namkhai,1 - 0,FM,Garidmagnai Byambasuren,2171,9
18,5,7,2289,FM,Boldoo Erdenepurev,1 - 0,IM,Gan-Erdene Sugar,2270,8
19,6,2,2371,GM,Bilguun Sumiya,0,,bye,0,-1
20,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
21,1,9,2171,FM,Garidmagnai Byambasuren,½ - ½,FM,Boldoo Erdenepurev,2289,7
22,2,10,2204,FM,Tengis Tsog-Ochir,1 - 0,IM,Battulga Namkhai,2323,6
23,3,11,1880,CM,Chinguun Bayaraa,0 - 1,GM,Nasanjargal Urtnasan,2422,5
24,4,1,2204,IM,Agibileg Uurtsaikh,1 - 0,GM,Gundavaa Bayarsaikhan,2369,4
25,5,2,2371,GM,Bilguun Sumiya,½ - ½,GM,Batsuren Dambasuren,2371,3
26,6,8,2270,IM,Gan-Erdene Sugar,0,,bye,0,-1
27,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
28,1,4,2369,GM,Gundavaa Bayarsaikhan,1 - 0,GM,Bilguun Sumiya,2371,2
29,2,5,2422,GM,Nasanjargal Urtnasan,0 - 1,IM,Agibileg Uurtsaikh,2204,1
30,3,6,2323,IM,Battulga Namkhai,0 - 1,CM,Chinguun Bayaraa,1880,11
31,4,7,2289,FM,Boldoo Erdenepurev,½ - ½,FM,Tengis Tsog-Ochir,2204,10
32,5,8,2270,IM,Gan-Erdene Sugar,1 - 0,FM,Garidmagnai Byambasuren,2171,9
33,6,3,2371,GM,Batsuren Dambasuren,0,,bye,0,-1
34,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
35,1,10,2204,FM,Tengis Tsog-Ochir,0 - 1,IM,Gan-Erdene Sugar,2270,8
36,2,11,1880,CM,Chinguun Bayaraa,1 - 0,FM,Boldoo Erdenepurev,2289,7
37,3,1,2204,IM,Agibileg Uurtsaikh,1 - 0,IM,Battulga Namkhai,2323,6
38,4,2,2371,GM,Bilguun Sumiya,½ - ½,GM,Nasanjargal Urtnasan,2422,5
39,5,3,2371,GM,Batsuren Dambasuren,1 - 0,GM,Gundavaa Bayarsaikhan,2369,4
40,6,9,2171,FM,Garidmagnai Byambasuren,0,,bye,0,-1
41,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
42,1,5,2422,GM,Nasanjargal Urtnasan,0 - 1,GM,Batsuren Dambasuren,2371,3
43,2,6,2323,IM,Battulga Namkhai,0 - 1,GM,Bilguun Sumiya,2371,2
44,3,7,2289,FM,Boldoo Erdenepurev,1 - 0,IM,Agibileg Uurtsaikh,2204,1
45,4,8,2270,IM,Gan-Erdene Sugar,0 - 1,CM,Chinguun Bayaraa,1880,11
46,5,9,2171,FM,Garidmagnai Byambasuren,1 - 0,FM,Tengis Tsog-Ochir,2204,10
47,6,4,2369,GM,Gundavaa Bayarsaikhan,0,,bye,0,-1
48,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
49,1,11,1880,CM,Chinguun Bayaraa,1 - 0,FM,Garidmagnai Byambasuren,2171,9
50,2,1,2204,IM,Agibileg Uurtsaikh,0 - 1,IM,Gan-Erdene Sugar,2270,8
51,3,2,2371,GM,Bilguun Sumiya,1 - 0,FM,Boldoo Erdenepurev,2289,7
52,4,3,2371,GM,Batsuren Dambasuren,1 - 0,IM,Battulga Namkhai,2323,6
53,5,4,2369,GM,Gundavaa Bayarsaikhan,0 - 1,GM,Nasanjargal Urtnasan,2422,5
54,6,10,2204,FM,Tengis Tsog-Ochir,0,,bye,0,-1
55,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
56,1,6,2323,IM,Battulga Namkhai,0 - 1,GM,Gundavaa Bayarsaikhan,2369,4
57,2,7,2289,FM,Boldoo Erdenepurev,½ - ½,GM,Batsuren Dambasuren,2371,3
58,3,8,2270,IM,Gan-Erdene Sugar,1 - 0,GM,Bilguun Sumiya,2371,2
59,4,9,2171,FM,Garidmagnai Byambasuren,0 - 1,IM,Agibileg Uurtsaikh,2204,1
60,5,10,2204,FM,Tengis Tsog-Ochir,0 - 1,CM,Chinguun Bayaraa,1880,11
61,6,5,2422,GM,Nasanjargal Urtnasan,0,,bye,0,-1
62,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
63,1,1,2204,IM,Agibileg Uurtsaikh,1 - 0,FM,Tengis Tsog-Ochir,2204,10
64,2,2,2371,GM,Bilguun Sumiya,1 - 0,FM,Garidmagnai Byambasuren,2171,9
65,3,3,2371,GM,Batsuren Dambasuren,½ - ½,IM,Gan-Erdene Sugar,2270,8
66,4,4,2369,GM,Gundavaa Bayarsaikhan,0 - 1,FM,Boldoo Erdenepurev,2289,7
67,5,5,2422,GM,Nasanjargal Urtnasan,1 - 0,IM,Battulga Namkhai,2323,6
68,6,11,1880,CM,Chinguun Bayaraa,0,,bye,0,-1
69,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
70,1,7,2289,FM,Boldoo Erdenepurev,0 - 1,GM,Nasanjargal Urtnasan,2422,5
71,2,8,2270,IM,Gan-Erdene Sugar,1 - 0,GM,Gundavaa Bayarsaikhan,2369,4
72,3,9,2171,FM,Garidmagnai Byambasuren,½ - ½,GM,Batsuren Dambasuren,2371,3
73,4,10,2204,FM,Tengis Tsog-Ochir,0 - 1,GM,Bilguun Sumiya,2371,2
74,5,11,1880,CM,Chinguun Bayaraa,0 - 1,IM,Agibileg Uurtsaikh,2204,1
75,6,6,2323,IM,Battulga Namkhai,0,,bye,0,-1
