,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
34,35,35,,AIM,Vaz Ethan,1885,0,1 - 0,0,,Utlu Mustafa Ali,1386,,112
35,36,113,,,El Behi Hatem,1385,0,0 - 1,0,,Tan Yi Rui Ray,1884,,36
36,37,37,,,Grooten Tommy,1862,0,1 - 0,0,,Guretchii Kirill,1385,,114
37,38,115,,,Kavin Vijayakumar,1374,0,0 - 1,0,,Tregubenko Nikolay,1859,,38
38,39,39,,,Shefer Uri,1848,0,½ - ½,0,,Chaladze Giorgi,1371,,116
39,40,117,,,Nithik Reddy Bhavanam,1367,0,0 - 1,0,,Taragan Uri,1848,,40
40,41,41,,,Lu Yunong Elias,1836,0,1 - 0,0,,Zev Ganganbars,1356,,118
41,42,119,,,Chankseliani Davit,1354,0,½ - ½,0,,Federer Colin,1835,,42
42,43,43,,,Vijayakumar Rishi,1830,0,0 - 1,0,,Zhu Charis,1350,,120
43,44,121,,,Gvasalia Gaga,1320,0,1 - 0,0,,Borne Felix,1829,,44
44,45,45,,,Talgatov Nazar,1827,0,0 - 1,0,,Zizic Djordje,1309,,122
45,46,123,,,Ghviniashvili Nodar,1287,0,0 - 1,0,,Adireddy Arjun,1823,,46
46,47,47,,,Plotnikov Boris,1823,0,1 - 0,0,,Ortiz Bogdanov Santiago,1284,,124
47,48,125,,,Kim Heeyou,1271,0,0 - 1,0,FM,George Samir David,1818,,48
48,49,49,,,Karaca Yigit,1813,0,1 - 0,0,,Kerimov Arlan,1242,,126
49,50,127,,,Mane Arnav,1238,0,0 - 1,0,,Khoury Theo,1813,,50
50,51,51,,,Melnikov Fedor,1802,0,1 - 0,0,,Evgeev Altan,1230,,128
51,52,129,,,Babkin Kirill,1217,0,½ - ½,0,,Chiari Cosimo,1801,,52
52,53,53,,,Dhooge Servaas,1797,0,½ - ½,0,ACM,Vinesh Venkata Narayanaswamy,1201,,130
53,54,131,,,Ozugur Bartu Okan,1197,0,0 - 1,0,,Anghelescu Teodor-Stefan,1775,,54
54,55,55,,,Alizada Pasham,1770,0,1 - 0,0,,Mouawad Antoni,1192,,132
55,56,133,,,Gogiashvili Demetre,1183,0,0 - 1,0,,Azoulay Yehonatan,1765,,56
56,57,57,,,Ghazaryan Narek E.,1757,0,1 - 0,0,,Shamatava Ioseb,1175,,134
57,58,135,,,Pezzotta Anakien,1172,0,0 - 1,0,,Sarasketa Irastortza Oier,1756,,58
58,59,59,,,Keneshbekov Elim,1732,0,1 - 0,0,,Amkoladze Otar,1166,,136
59,60,137,,,Tsetskhladze Shota,1166,0,½ - ½,0,,Durovka Marek,1725,,60
60,61,61,,,Ochedzan Filip,1714,0,1 - 0,0,,Jafarov Oktay,1163,,138
61,62,139,,,Zhukenov Amir,1157,0,0 - 1,0,,Tang Benjamin,1713,,62
62,63,63,,,Witczak Borys,1713,0,1 - 0,0,,Cumacenko Joris,1145,,140
63,64,141,,,Deysel Kaleb,1108,0,0 - 1,0,,Das Aditeya,1712,,64
64,65,65,,,Xing Zerui,1708,0,1 - 0,0,,Mefteh Mohamed,1074,,142
65,66,143,,,Sultan Jabir Alzarooni,1028,0,0 - 1,0,,Liu William Rui,1700,,66
66,67,67,,,Stefanovic Bosko,1695,0,1 - 0,0,,Suleymanov Magomed,1009,,144
67,68,145,,,Noh Woobin,1007,0,0 - 1,0,,Grybkauskas Pijus,1689,,68
68,69,69,,,Koehalmi-Szabo Mihaly,1683,0,1 - 0,0,ACM,Ermias Caleb Yared,0,,146
69,70,147,,,Askerov Nugzari,0,0,0 - 1,0,,Harutyunyan Arman G.,1674,,70
70,71,71,,,Bozorov Javokhir,1670,0,1 - 0,0,,Bekbol Beibarys,0,,148
71,72,149,,,Bekbol Ibrahim,0,0,½ - ½,0,,Kviriashvili Andria,1669,,72
72,73,73,,,Khvedelidze Luka,1666,0,0 - 1,0,,Duurenkhishig Bat-Erdene,0,,150
73,74,151,,,Karam Peter,0,0,0 - 1,0,,Zhauynbay Aldiyar,1658,,74
74,75,75,,,Theodoridis Charalampos,1657,0,0 - 1,0,,Rustemov Gurbanmyrat,0,,152
75,76,153,,,Shekupe Fidel,0,0,0 - 1,0,,Wallinger Nikolaus,1657,,76
76,77,77,,,Tabatadze Erekle,1643,0,1 - 0,0,,Tskhadadze Nikoloz,0,,154
