,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
0,1,2,,GM,Martirosyan Haik M.,2622,0,1 - 0,0,,Aniket Majumdar,1584,,120
1,2,4,,GM,Xu Yinglun,2554,0,1 - 0,0,,Membrere Merlene,1571,,122
2,3,6,,IM,Lobanov Sergei,2516,0,1 - 0,0,,Escobar Ariana,1557,,124
3,4,8,,IM,Kevlishvili Robby,2495,0,1 - 0,0,,Erdal Kerem,1534,,126
4,5,10,,GM,Bajarani Ulvi,2458,0,+ - -,0,,Brin-Vervat Emma,1520,,128
5,6,12,,IM,Schmakel Sam,2435,0,1 - 0,0,,Kablar Dorian,1515,,130
6,7,14,,IM,Ioannidis Evgenios,2411,0,1 - 0,0,,Ram Prasad P M,1493,,132
7,8,16,,IM,Yankelevich Lev,2389,0,1 - 0,0,,Nabanita Pattanayak,1465,,134
8,9,18,,IM,Viswanadha Kesav,2367,0,1 - 0,0,,Medak Mirta,1423,,136
9,10,20,,FM,Dolana Andrei-Theodor,2359,0,1 - 0,0,,Starikova Uliyana,1395,,138
10,11,22,,FM,Fontaine Quentin,2324,0,1 - 0,0,,Brahman Tharmasanthiran,1355,,140
11,12,24,,,Subhayan Kundu,2305,0,1 - 0,0,,Andrade Ortega Gabriel Osiris,1332,,142
12,13,26,,IM,Quirhuayo Chumbe German Gonzalo,2296,0,1 - 0,0,,Obondo Cynthia Awino,1298,,145
13,14,28,,WGM,Uuriintuya Uurtsaikh,2288,0,1 - 0,0,,Espinoza Briones Helen Ai,1266,,147
14,15,30,,CM,Jacutina John Merill,2254,0,1 - 0,0,,Saurav Suman,1189,,149
15,16,32,,FM,Correa Atucsa Breiner Roiser,2245,0,1 - 0,0,,Shivaram Acharya,1145,,151
16,17,34,,WIM,Kubicka Anna,2235,0,1 - 0,0,,Matthew Bailey,1049,,153
17,18,36,,FM,Ozates Tuna,2217,0,1 - 0,0,,Aaditya Bharadwaj A,0,,170
18,19,38,,,Sevillano Rhenzi Kyle,2197,0,1 - 0,0,,Ahmadli Aykhan,0,,166
19,20,40,,,Ahmed Ahmed Alaa,2171,0,- - +,0,,Amsallem Sacha,0,,221
20,21,42,,WIM,Fisabilillah Ummi,2159,0,1 - 0,0,,Arsath Shimar,0,,227
21,22,44,,,Androutsopoulos-Agiotatos Vasil,2144,0,1 - 0,0,,Baranwal Ishaan,0,,184
22,23,46,,FM,Rengifo Blancas Renzo Jhonathan,2131,0,1 - 0,0,,Bayu Novianto Dimas Permana,0,,212
23,24,48,,,Drakopoulos Polihronis,2120,0,1 - 0,0,,Borovets Rostislav,0,,220
24,25,50,,FM,Luna Javier Edgar Froylan,2114,0,1 - 0,0,,Bratchik Alina Ser,0,,158
25,26,52,,,Gray Euan,2098,0,1 - 0,0,,Cachia Andrew,0,,160
26,27,54,,,Felix Soto Alfredo,2075,0,+ - -,0,,Cansever Berk,0,,169
27,28,56,,,Ferraguti Francesco,2067,0,1 - 0,0,,Chaguaceda Lasa Juan,0,,188
28,29,58,,,Panko Radoslav,2044,0,1 - 0,0,,Chumpitaz Angeles Brayan Ernesto,0,,172
29,30,60,,,Hryshchenko Kamila,2028,0,1 - 0,0,,De La Torre Castro Tonathiu,0,,235
30,31,62,,,Monteiro Paulo Alexandre G,2023,0,0 - 1,0,,Dighade Akash,0,,156
31,32,64,,WFM,Anisa Aay Aisyah,1999,0,1 - 0,0,,Focil Mendoza Felipe Rafael,0,,179
32,33,66,,WIM,Puppi Lazo Stephanie Beatriz,1992,0,1 - 0,0,,Gilang Setyawan Yoga Pratama,0,,216
33,34,68,,,Alfaro Mauricio Kevin Johan,1969,0,1 - 0,0,,Gribbon Ben,0,,167
34,35,70,,,Pattnayak Nilsu,1948,0,1 - 0,0,,Holla Navaneeth,0,,209
35,36,72,,,Ozuna Ramos Kevin,1935,0,0 - 1,0,,Joseph Antony,0,,163
36,37,74,,,Ganguly Ritabroto,1930,0,1 - 0,0,,Kakraba Ezekiel,0,,178
37,38,76,,,Varma Shabdhik,1899,0,½ - ½,0,,Kho Lynus Garrett,0,,199
38,39,78,,,Aguirre Adaros Joaquin,1885,0,0 - 1,0,,Kuznetsov Kyrylo,0,,191
39,40,80,,,Stasiuk Vitaly,1855,0,1 - 0,0,,Leboeuf Mathieu,0,,203
40,41,82,,,Castillo Rivera Carlos Alberto,1841,0,1 - 0,0,,Maji Subhodeep,0,,230
41,42,84,,,Herrera Diego,1832,0,1 - 0,0,,Marra Lorenzo,0,,197
42,43,86,,,Kalyva Kyriaki,1823,0,1 - 0,0,,Mendez Samuel,0,,224
43,44,88,,,Roman Sanchez Wilder Xavier,1807,0,1 - 0,0,,Nicol Michael,0,,207
44,45,90,,,Sydoryak Vira,1791,0,1 - 0,0,,Nilton Lima De Souza Junior,0,,195
45,46,92,,,Guzman Miraval Christian Andre,1776,0,1 - 0,0,,Paredes Mario,0,,201
46,47,94,,,Asmita Das,1759,0,1 - 0,0,,Pereira Tiago,0,,234
47,48,96,,,Paraskevas Georgios,1752,0,1 - 0,0,,Ramos Lucas De Lacerda,0,,198
48,49,98,,,Bathula Abhinav Reddy,1735,0,1 - 0,0,,Rivera Hernandez Elisa Mariana,0,,175
49,50,100,,,Kollias Ioannis K.,1721,0,1 - 0,0,,Sahu Vinayak,0,,237
50,51,102,,,Porsia Pietro,1709,0,1 - 0,0,,Sartre Zen Wisa,0,,239
51,52,104,,,Francia Arzapalo Gianella,1701,0,1 - 0,0,,Singhal Abhinav,0,,155
52,53,106,,,Matta Besh Vignesh Reddy,1687,0,1 - 0,0,,Smith Samuel,0,,225
