,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
0,1,4,,,Torres Rivas Felipe De Jesus,1915,0,0 - 1,0,,Sandoval Fernandez Dante,1984,,2
1,2,1,,,Quiroga Jaquez Angel Ivan,2205,0,0 - 1,0,CM,Hernandez Luna Jose Angel,1947,,3
