,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
0,1,72,,,Emanuel Mutuna,1924,0,0 - 1,0,IM,Suleymanli Aydin,2536,,1
1,2,2,,GM,Batsuren Dambasuren,2504,0,1 - 0,0,,Arhan Chethan Anand,1915,,73
2,3,74,,,Salman Samer,1912,0,- - -,0,IM,Muradli Mahammad,2495,,3
3,4,4,,GM,Henderson De La Fuente Lance,2491,0,1 - 0,0,,Arya Nirag Shah,1909,,75
4,5,76,,,Kwong Wing Ki,1876,0,0 - 1,0,IM,Saksham Rautela,2480,,5
5,6,6,,IM,Ahmadzada Ahmad,2462,0,1 - 0,0,,Onufrienko Vladislav,1872,,77
6,7,78,,,Gupta Utkarsh,1868,0,0 - 1,0,IM,Wang Justin,2456,,7
7,8,8,,FM,Alexakis Dimitris,2446,0,1 - 0,0,CM,Navarro Ariza Justin Jeshua,1865,,79
8,9,80,,,Lane Ryan,1865,0,0 - 1,0,IM,Aronyak Ghosh,2440,,9
9,10,10,,IM,Sankalp Gupta,2433,0,1 - 0,0,,Kaleeswaran Jaisuraj,1851,,81
10,11,82,,,Kachkachishvili Lasha,1838,0,1 - 0,0,FM,Spyropoulos Nikolaos,2425,,11
11,12,12,,FM,Srihari L R,2414,0,1 - 0,0,,Olaybal Christian Marcelo,1833,,83
12,13,84,,,Jodorcovsky Paulo Leonardo,1824,0,0 - 1,0,IM,Subelj Jan,2412,,13
13,14,14,,IM,Thilakarathne G M H,2398,0,1 - 0,0,,Cantela Lorenzo Aaron,1804,,85
14,15,86,,,Gurner Jem,1800,0,0 - 1,0,IM,Harshavardhan G B,2397,,15
15,16,16,,FM,Tzidkiya Yeshaayahu,2387,0,1 - 0,0,,Teymurov Elnur,1794,,87
16,17,88,,,Al Darmaky Sultan,1790,0,0 - 1,0,FM,Alonso Garcia Aaron,2376,,17
17,18,18,,FM,Kanyamarala Tarun,2369,0,1 - 0,0,,Yanez Arcienega Camilo,1784,,89
18,19,90,,,Neves Carlos Delgado,1768,0,- - +,0,CM,Kushagra Mohan,2351,,19
19,20,20,,IM,Anuj Shrivatri,2350,0,1 - 0,0,,Espitia Torres Mateo,1744,,91
20,21,92,,,Aulia Naufal Aiz Dhafin,1722,0,1 - 0,0,FM,Brilej Jaka,2344,,21
21,22,22,,IM,Mohammad Fahad Rahman,2339,0,1 - 0,0,,Mordido Justine Diego,1715,,93
22,23,94,,AIM,Hadjinicolaou Andreas,1713,0,0 - 1,0,FM,Kizilkus Akin,2336,,23
23,24,24,,FM,Gallo Garcia Kemel Antonio,2328,0,1 - 0,0,,Nhamuave Eleazar,1701,,95
24,25,96,,,Jorajuria Mendoza Algol,1693,0,0 - 1,0,FM,Fecker Noah,2325,,25
25,26,26,,FM,Mohamed Anees M,2312,0,1 - 0,0,,Mcligeyo Robert,1688,,97
26,27,98,,AFM,Emran Muhammad Emir Rasyid,1678,0,0 - 1,0,FM,Kavyev Ruslan,2306,,27
27,28,28,,FM,Makoveev Ilya,2306,0,1 - 0,0,,Mwabu Timothy,1677,,99
28,29,100,,,Washimkar Arhant,1671,0,+ - -,0,FM,Vitenberg Noam Aviv,2305,,29
29,30,30,,FM,Fischer Daniel,2296,0,1 - 0,0,,Mckay Jonathan,1620,,101
30,31,102,,,Aminuddin Muhd Faqih,1597,0,1 - 0,0,FM,Marn Jan,2292,,31
31,32,32,,,Patrelakis Evaggelos,2281,0,1 - 0,0,,Mayta Aiza Vicmar,1591,,103
32,33,104,,,Vogli Erjon,1588,0,+ - -,0,,Sjoberg Isak,2281,,33
33,34,34,,FM,Rodrigue-Lemieux Shawn,2276,0,1 - 0,0,,Moreno Diego,1578,,105
34,35,106,,,Sandiford Keron,1529,0,0 - 1,0,,Dao Minh Nhat,2269,,35
35,36,36,,FM,Ingebretsen Jens E,2266,0,- - +,0,,Wilson Louis,1520,,107
36,37,108,,AIM,Arunakirinathan Aruthran,1509,0,0 - 1,0,,Panesar Vedant,2266,,37
37,38,38,,FM,Dushyant Sharma,2261,0,1 - 0,0,,Villegas Rodriguez Jeremy,1504,,109
38,39,110,,,Weisz Benjamin,1485,0,0 - 1,0,,Escartin Lacasa Jose,2253,,39
39,40,40,,,Grutter Tim,2253,0,1 - 0,0,,Al Darwashi Anas,1471,,111
40,41,112,,,Cooke Xandi,1465,0,0 - 1,0,FM,Hilwerda Jonas,2240,,41
41,42,42,,FM,Manafov Vugar,2236,0,1 - 0,0,,Hadjiioannou Michalis,1461,,113
42,43,114,,,Boci Petro,1460,0,1 - 0,0,,Huynh Laurent,2227,,43
43,44,44,,,Stoyanov Viktor,2204,0,1 - 0,0,,Daftary Malav,1456,,115
44,45,116,,,Salima Praise,1441,0,0 - 1,0,CM,Liyanage Ranindu Dilshan,2203,,45
45,46,46,,CM,Vazquez Facundo,2199,0,1 - 0,0,,Lilienfeld Quevedo Daniel,1436,,117
46,47,118,,,Haynes Aaron,1397,0,- - +,0,FM,Rojas Salas Steven,2194,,47
47,48,48,,,Itgelt Khuyagtsogt,2184,0,+ - -,0,,Finlay Kendrich,1379,,119
48,49,120,,,Caroline Trapence,1368,0,- - +,0,FM,Tengis Tsog-Ochir,2182,,49
49,50,50,,,Ehrlich Roy,2182,0,1 - 0,0,,Indrajith J A K N T,1359,,121
50,51,122,,,Martin Shamir,1319,0,0 - 1,0,,Anadkat Kartavya,2170,,51
51,52,52,,,Ibarra Juan Martin,2167,0,1 - 0,0,,Georgiou Kyriakos,1303,,123
52,53,124,,,Li Shing Hei,1292,0,0 - 1,0,CM,Tan Jun Ying,2151,,53
53,54,54,,,Espinoza Solano Jose Nahum,2151,0,1 - 0,0,,Alvarez Mejia Yeremy Melvin,1275,,125
54,55,126,,,Mart Aidan,1262,0,0 - 1,0,,Villarreal Agustin,2143,,55
55,56,56,,,Hemstapat Andrew,2130,0,1 - 0,0,,Gonzalez Lopez Pablo D.,1143,,127
56,57,128,,,Alaissaoui Amine,0,0,1 - 0,0,,Brozel Sacha,2125,,57
57,58,58,,,Chennaoui Yasin,2122,0,1 - 0,0,,Amaro Jimenez Eduardo,0,,129
58,59,130,,,Caballero Miranda Keneth Moises,0,0,- - +,0,,Nguyen Lam Thien,2116,,59
59,60,60,,CM,Sadnan Hasan Dihan,2106,0,+ - -,0,,Carrera Rommel Abdiel,0,,131
60,61,132,,,Chen Phillip X,0,0,0 - 1,0,,Panda Sambit,2102,,61
61,62,62,,,Namitbir Singh Walia,2093,0,1 - 0,0,,Doria Daniel,0,,133
62,63,134,,,Durruoglu Emilhan,0,0,0 - 1,0,,Ayush Sharma,2072,,63
63,64,64,,,Palma Villanueva Miguel Ta,2070,0,+ - -,0,,Gadza Tinotenda,0,,135
64,65,136,,,Hare Nathan,0,0,0 - 1,0,FM,Ngo Duc Tri,2068,,65
65,66,66,,,Siraj Anej,2061,0,1 - 0,0,,Korir Samuel,0,,137
66,67,138,,,Messinga Jean Jordan Noe,0,0,- - +,0,CM,Nisban Cyrus,2059,,67
67,68,68,,,Romanov Kirill,2023,0,1 - 0,0,,Oyeyipo Oluwadare,0,,139
