,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,first_game_diff,n_tour_diff,n_game_diff,score_diff,n_games_higher,n_upset_higher,n_peo,n_upset_peo,upset
894,offline,rapid,7,0,331.0,FF,0,-42,-428,-0.1012297160243407,98,20,0,0,1
895,offline,rapid,4,-1,343.0,FF,0,21,134,-0.0391849529780564,3,2,0,0,0
896,offline,rapid,-30,0,340.0,FF,0,5,-15,0.0351045667947076,24,10,0,0,0
897,offline,rapid,12,0,326.0,FF,0,5,114,0.0394466755912539,11,4,0,0,1
898,offline,rapid,9,0,303.0,FF,0,4,44,-0.0262693156732891,10,2,0,0,1
899,offline,rapid,9,0,292.0,FF,0,-13,-101,-0.0424290285526748,30,9,0,0,1
900,offline,rapid,-12,0,281.0,FF,0,19,191,0.1063829787234043,13,4,0,0,0
901,offline,rapid,9,0,273.0,FF,0,19,236,0.1151515151515151,17,3,0,0,0
902,offline,rapid,6,0,285.0,FF,0,10,55,0.0423594831815951,36,9,0,0,1
903,offline,rapid,3,0,279.0,FF,0,16,119,0.0775761465748628,30,7,1,0,0
904,offline,rapid,-6,-1,280.0,FF,-1,22,249,0.1064257028112449,0,0,0,0,1
905,offline,rapid,18,0,276.0,FF,0,7,44,0.2989010989010989,14,3,0,0,0
906,offline,rapid,0,0,308.0,FF,0,7,66,0.0990626080066089,51,20,2,0,1
907,offline,rapid,13,0,424.0,FF,0,7,108,0.0133437990580846,8,0,0,0,0
908,offline,rapid,0,0,547.0,FF,0,34,318,0.0429544487015751,10,0,0,0,0
909,offline,rapid,-8,0,275.0,FF,0,34,355,0.1397332506203473,2,0,1,1,0
910,offline,rapid,10,-1,235.0,FF,0,30,279,0.0470219435736677,3,2,0,0,0
911,offline,rapid,22,0,218.0,FF,0,18,188,0.0508945953462501,10,2,0,0,0
912,offline,rapid,1,0,823.0,FF,0,47,431,-0.1307461307461307,16,10,0,0,0
913,offline,rapid,4,0,366.0,FF,0,-2,-19,-0.0888250319284802,11,4,0,0,1
914,offline,rapid,15,0,291.0,FF,0,-35,-295,0.0270419914953934,98,20,0,0,0
915,offline,rapid,17,-1,327.0,FF,0,5,29,-0.051004016064257,36,9,0,0,1
916,offline,rapid,-3,-1,323.0,FF,-1,38,387,0.1020671834625323,0,0,0,0,1
917,offline,rapid,-2,1,261.0,FF,0,9,70,0.067094183572563,10,2,0,0,0
918,offline,rapid,4,0,323.0,FF,0,-16,-149,-0.0232506039117899,51,20,0,0,0
919,offline,rapid,1,-1,279.0,FF,0,21,171,0.1718936678614098,32,13,0,0,0
920,offline,rapid,18,0,295.0,FF,0,-4,-74,0.0469076732234626,30,7,0,0,1
921,offline,rapid,31,0,293.0,FF,0,5,87,0.2374338624338624,14,3,0,0,0
922,offline,rapid,18,0,374.0,FF,0,8,71,0.1032634032634032,8,0,0,0,1
923,offline,rapid,0,0,260.0,FF,0,23,271,0.2173847657718625,3,1,0,0,0
924,offline,rapid,9,0,234.0,FF,0,-25,-270,0.013014763014763,41,12,0,0,1
925,offline,rapid,2,0,278.0,FF,0,-9,-42,-0.0127505952838159,30,9,0,0,1
926,offline,rapid,6,0,248.0,FF,0,-43,-357,-0.0541273794698451,32,13,1,1,0
927,offline,rapid,0,-1,233.0,FF,-1,12,164,0.0518292682926829,0,0,0,0,0
928,offline,rapid,5,-1,365.0,FF,0,15,91,0.0267379679144385,3,2,0,0,0
929,offline,rapid,-4,0,312.0,FF,0,5,11,-0.0068144499178982,5,1,0,0,0
930,offline,rapid,16,0,289.0,FF,0,7,61,0.0034825870646766,10,2,0,0,0
931,offline,rapid,26,0,227.0,FF,0,-9,-27,-0.0398148148148148,11,4,0,0,0
932,offline,rapid,13,0,780.0,FF,0,38,348,-0.2408915408915409,16,10,0,0,0
933,offline,rapid,14,0,392.0,FF,0,-10,-178,0.0101053129807122,51,20,0,0,0
934,offline,rapid,-1,0,253.0,FF,0,15,170,-0.0130045393203288,8,0,0,0,1
935,offline,rapid,6,0,361.0,FF,0,-9,-79,-0.0206487255223717,30,9,0,0,0
936,offline,rapid,-6,0,246.0,FF,0,-7,-207,-0.0723982941645702,8,4,0,0,1
937,offline,rapid,-8,0,262.0,FF,0,2,-45,0.0530212084833934,11,4,0,0,1
938,offline,rapid,2,0,219.0,FF,0,16,201,0.0399096385542169,2,0,0,0,1
939,offline,rapid,10,-1,302.0,FF,-1,18,135,0.0851851851851851,0,0,0,0,0
940,offline,rapid,-9,0,481.0,FF,0,5,47,-0.0333676445359409,10,0,0,0,0
941,offline,rapid,4,0,306.0,FF,0,11,96,0.0116809116809116,8,0,0,0,1
942,offline,rapid,6,0,966.0,FF,0,34,350,-0.1141490327536839,16,10,0,0,0
943,offline,rapid,-11,0,218.0,FF,0,10,73,0.0892976588628762,0,0,1,1,0
944,offline,rapid,17,0,238.0,FF,0,-2,45,-0.0383882323923133,30,9,0,0,1
945,offline,rapid,10,0,204.0,FF,0,5,117,0.117561153705732,3,1,1,0,0
946,offline,rapid,0,0,268.0,FF,0,-34,-339,-0.0205650116051517,32,13,1,1,1
947,offline,rapid,-14,-1,263.0,FF,0,-8,-92,-0.007021433850702,19,7,0,0,0
948,offline,rapid,-6,0,259.0,FF,0,9,68,-0.0883620689655172,2,0,0,0,0
949,offline,rapid,5,0,213.0,FF,0,23,194,0.0860029122679286,10,2,0,0,1
950,offline,rapid,6,0,385.0,FF,0,37,366,0.0548907882241215,8,0,0,0,0
951,offline,rapid,5,0,273.0,FF,0,25,293,0.1020671834625323,17,3,0,0,0
952,offline,rapid,20,-1,220.0,FF,0,1,-25,-0.0630607536529095,36,9,0,0,1
953,offline,rapid,1,0,650.0,FF,0,18,172,-0.1779387042544937,16,10,0,0,0
954,offline,rapid,11,1,572.0,FF,0,-6,-35,-0.1305260831122899,10,0,0,0,0
955,offline,rapid,4,0,435.0,FF,0,-14,-139,0.0547794694710406,30,9,0,0,1
956,offline,rapid,-4,0,211.0,FF,0,7,-10,0.0163525498891352,1,0,0,0,0
957,offline,rapid,-9,0,282.0,FF,0,10,40,0.1168957011980267,3,1,0,0,1
958,offline,rapid,8,0,244.0,FF,0,-46,-409,-0.0046621388281339,32,13,1,1,1
959,offline,rapid,3,0,228.0,FF,0,-20,-157,0.0266995364037088,98,20,0,0,0
960,offline,rapid,3,0,292.0,FF,0,34,307,0.3301393728222996,14,3,0,0,1
961,offline,rapid,17,0,248.0,FF,0,-4,-68,-0.0170009162170415,30,7,0,0,0
962,offline,rapid,38,0,320.0,FF,0,14,174,0.0120982304080895,8,0,0,0,1
963,offline,rapid,6,0,373.0,FF,0,-19,-161,-0.1449956429727374,30,9,0,0,0
964,offline,rapid,7,0,258.0,FF,0,11,101,0.0765322324547476,10,2,0,0,0
965,offline,rapid,-12,-1,259.0,FF,0,-11,-144,0.0424438067910091,19,7,1,1,1
966,offline,rapid,1,0,261.0,FF,-1,22,207,0.0628019323671497,0,0,0,0,0
967,offline,rapid,9,0,204.0,FF,0,26,258,0.3630312339989759,14,3,0,0,0
968,offline,rapid,10,0,245.0,FF,0,-5,-56,-0.0441595441595441,32,13,1,1,0
969,offline,rapid,0,1,321.0,FF,0,-6,-28,0.0396270396270396,8,0,0,0,0
970,offline,rapid,17,0,206.0,FF,0,-28,-219,0.0169395530841314,41,12,2,0,0
971,offline,rapid,-20,-1,283.0,FF,0,1,-74,0.0265409340139912,19,7,0,0,0
972,offline,rapid,5,0,302.0,FF,0,6,21,-0.0119825708061002,3,1,0,0,0
973,offline,rapid,3,1,326.0,FF,0,23,200,0.3409825468648998,14,3,0,0,0
974,offline,rapid,10,0,222.0,FF,0,-15,-209,-0.0270029491275497,51,20,0,0,1
975,offline,rapid,4,0,389.0,FF,0,6,126,0.0830996766131271,30,9,0,0,0
976,offline,rapid,-2,0,269.0,FF,0,-15,-293,0.0157226806701674,30,16,2,1,0
977,offline,rapid,8,0,367.0,FF,0,1,-32,0.0877963125548727,10,2,0,0,0
978,offline,rapid,2,0,245.0,FF,0,26,210,0.0357877416700945,3,2,0,0,0
979,offline,rapid,9,-1,336.0,FF,0,9,33,0.044424743892829,32,13,0,0,0
980,offline,rapid,2,0,270.0,FF,0,3,110,-0.0170663905446879,30,9,1,1,0
981,offline,rapid,11,0,250.0,FF,0,17,196,0.0853007688828584,10,2,0,0,0
982,offline,rapid,-4,0,270.0,FF,0,23,155,0.0103902132656126,51,20,1,0,1
983,offline,rapid,6,1,240.0,FF,0,7,92,-0.085024154589372,4,0,0,0,1
984,offline,rapid,4,0,305.0,FF,0,11,112,0.0083205977245711,8,0,0,0,0
985,offline,rapid,8,0,235.0,FF,0,6,50,-0.1529978254116185,16,10,3,2,1
986,offline,rapid,-1,0,227.0,FF,0,-13,-28,-0.0127078711959752,30,9,1,0,1
987,offline,rapid,-1,0,376.0,FF,0,10,15,0.0407737863321124,51,20,1,1,1
988,offline,rapid,4,1,202.0,FF,0,4,56,0.0031992833605272,10,2,0,0,0
989,offline,rapid,11,-1,209.0,FF,0,6,2,0.1776936026936026,32,13,0,0,0
990,offline,rapid,-7,0,458.0,FF,0,3,7,-0.0632183908045976,10,0,0,0,0
991,offline,blitz,-28,0,493.0,MM,0,-154,-1302,0.0304444727457973,286,75,0,0,0
992,offline,rapid,-10,0,326.0,MM,0,13,61,0.0462328767123287,4,1,0,0,0
993,offline,rapid,5,0,247.0,MM,0,-1,-6,-0.0734126984126983,18,11,0,0,0
994,offline,rapid,-20,0,212.0,MM,0,8,78,0.2307692307692308,1,0,0,0,0
995,offline,rapid,-16,0,471.0,MM,0,6,18,0.0738095238095237,23,8,0,0,0
996,offline,rapid,-2,0,358.0,MM,0,1,12,0.1814814814814814,3,0,0,0,0
997,offline,rapid,-19,0,230.0,MM,0,-2,-12,0.2378917378917379,1,0,0,0,0
998,offline,rapid,18,0,241.0,MM,1,-5,-42,-0.2261904761904761,18,11,0,0,1
999,offline,rapid,-4,0,236.0,MM,0,20,157,0.2715909090909091,0,0,0,0,0
1000,offline,rapid,4,0,226.0,MM,0,11,95,-0.1276503302050746,18,11,0,0,1
1001,offline,rapid,-1,0,330.0,MM,0,0,-2,0.1490384615384615,0,0,0,0,0
1002,offline,rapid,-8,0,230.0,MM,0,13,103,0.1203812316715542,5,0,0,0,1
1003,offline,rapid,1,0,523.0,MM,0,-2,-18,-0.0386904761904761,18,11,0,0,1
1004,offline,rapid,0,0,247.0,MM,-1,1,8,-0.0625,0,0,0,0,0
1005,offline,rapid,2,0,486.0,MM,0,16,123,-0.017099567099567,18,11,0,0,1
1006,offline,rapid,-3,0,378.0,MM,0,3,32,0.3784355179704017,9,2,0,0,0
1007,offline,rapid,9,-1,212.0,FF,0,5,57,-0.0088048986486486,3,2,0,0,1
1008,offline,rapid,10,0,355.0,MM,0,3,41,-0.1951219512195121,0,0,0,0,0
1009,offline,rapid,14,0,340.0,MM,1,-4,-41,-0.2317073170731707,0,0,0,0,1
1010,offline,rapid,5,0,226.0,MM,0,7,38,-0.1494288360605125,0,0,0,0,0
1011,offline,rapid,2,0,406.0,MM,0,14,107,-0.0627883981542517,0,0,1,1,0
1012,offline,blitz,-1,0,268.0,FF,-1,14,145,0.0,0,0,0,0,0
1013,offline,blitz,-2,0,235.0,FF,-1,3,27,0.1481481481481481,0,0,0,0,1
1014,offline,blitz,-2,0,278.0,FF,-1,6,43,0.1162790697674418,0,0,0,0,1
1015,online,standard,15,0,935.0,MM,0,3,14,-0.1328273244781783,2,0,0,0,0
1016,online,standard,-40,0,916.0,MM,0,42,400,0.0147497173399115,3,2,0,0,0
1017,online,standard,12,0,878.0,MM,0,11,67,0.7291666666666666,4,0,0,0,0
1018,online,standard,12,0,849.0,MF,0,-6,-35,0.0589430894308943,12,1,0,0,0
1019,online,standard,-12,0,850.0,MM,-1,2,11,0.409090909090909,0,0,0,0,0
1020,online,standard,3,0,849.0,MM,0,6,49,0.1785714285714285,2,2,0,0,0
1021,online,standard,-24,0,814.0,MM,0,16,116,-0.1173054587688733,1,1,0,0,0
1022,online,standard,6,0,806.0,MM,-1,2,16,0.1875,0,0,0,0,0
1023,online,standard,-2,0,791.0,MM,0,1,8,-0.5285714285714286,1,1,0,0,0
1024,online,standard,38,0,791.0,MM,1,-8,-60,-0.2416666666666667,13,8,0,0,0
1025,online,standard,-5,0,760.0,MM,0,0,13,0.6428571428571429,1,0,0,0,0
1026,online,standard,21,0,765.0,MM,0,2,12,0.0413533834586465,1,0,0,0,0
1027,online,standard,-23,0,786.0,MF,0,4,30,-0.1958041958041958,0,0,0,0,0
1028,online,standard,10,0,790.0,MF,0,6,38,0.2065217391304348,2,1,0,0,0
1029,online,standard,-4,0,786.0,MF,1,-1,-8,0.0,0,0,0,0,0
1030,online,standard,-15,0,787.0,MF,-1,1,4,0.5,0,0,0,0,0
1031,online,standard,0,0,821.0,MM,0,14,129,-0.2234042553191489,0,0,0,0,0
1032,online,standard,32,0,555.0,MM,0,-6,-73,0.0362903225806451,18,2,0,0,1
1033,online,standard,-40,0,530.0,MM,0,6,46,0.4743935309973045,2,0,0,0,0
1034,online,standard,-10,0,534.0,MF,0,36,353,0.0175447483958122,5,2,0,0,0
1035,online,standard,-37,0,540.0,MM,0,1,5,0.2540106951871658,0,0,0,0,0
1036,online,standard,36,0,500.0,MM,0,3,22,0.2291666666666666,9,1,0,0,1
1037,online,standard,2,0,473.0,MM,0,-8,-49,0.1742424242424242,4,1,0,0,0
1038,online,standard,6,0,475.0,MM,-1,7,56,0.1071428571428571,0,0,0,0,0
1039,online,standard,2,0,450.0,MM,0,14,105,0.0731707317073171,10,7,0,0,0
1040,online,standard,22,0,471.0,MM,0,-5,-31,0.1555851063829787,7,1,0,0,1
1041,online,standard,36,0,483.0,MM,0,-18,-95,0.0557011795543905,16,3,0,0,1
1042,online,standard,13,0,486.0,MM,0,5,32,0.0636645962732919,6,3,0,0,0
1043,online,standard,-16,0,477.0,MF,1,-1,-1,0.5,0,0,0,0,0
1044,online,standard,-18,0,474.0,MM,0,2,11,-0.0723684210526315,2,2,0,0,0
1045,online,standard,17,0,464.0,MM,0,-11,-44,0.0953788966799019,25,15,0,0,0
1046,online,standard,-14,0,489.0,MM,0,-1,-13,0.2696078431372549,18,5,0,0,1
1047,online,standard,-3,0,482.0,MM,0,1,1,0.1999999999999999,3,1,0,0,0
1048,online,standard,23,0,490.0,MF,0,6,41,-0.0217948717948718,5,2,0,0,1
1049,online,standard,-12,0,483.0,MM,0,2,18,0.1166666666666665,8,4,0,0,0
1050,online,standard,-3,0,484.0,MM,0,5,45,0.0649905123339658,3,2,0,0,0
1051,online,standard,5,0,551.0,MM,1,-1,-7,-0.4285714285714286,1,1,0,0,0
1052,online,standard,-11,0,654.0,MM,0,0,1,-0.3717948717948718,0,0,0,0,0
1053,online,standard,21,0,870.0,MM,0,9,50,0.238095238095238,15,4,0,0,0
1054,online,standard,-31,0,373.0,MM,0,-2,-22,0.2420125786163521,19,3,0,0,1
1055,online,standard,-2,0,400.0,MM,0,43,413,0.060401891252955,2,1,0,0,0
1056,online,standard,-8,0,348.0,MM,0,0,-1,-0.1309523809523809,0,0,0,0,0
1057,online,standard,37,0,238.0,MF,0,-1,-14,0.1539074960127592,15,5,0,0,0
1058,online,standard,-31,0,231.0,MM,-1,7,52,0.0769230769230768,0,0,0,0,0
1059,online,standard,-7,0,234.0,MM,-1,7,46,0.2065217391304348,0,0,0,0,0
1060,online,standard,-20,0,255.0,MM,0,0,0,0.0,0,0,0,0,1
1061,online,standard,-5,0,238.0,MM,0,1,7,0.2192982456140351,1,0,0,0,1
1062,online,standard,25,0,284.0,MM,0,0,39,0.1292134831460674,9,1,0,0,1
1063,online,standard,-35,0,522.0,MM,0,7,54,0.1768048128342246,18,5,0,0,0
1064,online,standard,7,0,371.0,MM,1,-19,-109,-0.0871559633027523,16,3,0,0,0
1065,online,standard,-15,0,735.0,MM,0,0,-7,-0.1333333333333334,0,0,0,0,0
1066,online,standard,20,0,990.0,MM,0,5,24,-0.2672811059907835,1,1,0,0,0
1067,online,standard,-2,0,486.0,MM,0,4,38,-0.0595238095238095,10,7,0,0,0
1068,online,standard,10,0,439.0,MM,-1,17,123,0.2398373983739837,0,0,0,0,0
1069,online,standard,14,0,685.0,MF,0,-2,-8,0.1041666666666666,5,2,0,0,0
1070,online,standard,13,0,291.0,MM,0,9,65,0.3076923076923077,4,0,0,0,1
1071,online,standard,31,0,276.0,MM,0,3,18,0.0296235679214402,7,1,0,0,1
1072,online,standard,41,0,209.0,MF,0,15,106,0.3171171171171171,0,0,0,0,0
1073,online,standard,25,0,712.0,MM,1,-3,-25,-0.02,1,1,0,0,0
1074,online,standard,19,0,688.0,MM,0,-2,-3,-0.1512605042016805,2,0,0,0,0
1075,online,standard,5,0,683.0,MF,0,13,127,0.3242147922998987,8,1,0,0,1
1076,online,standard,15,0,621.0,MF,0,-4,-22,0.1071887034659819,12,1,0,0,0
1077,online,standard,18,0,641.0,MM,0,3,13,0.4166666666666666,0,0,0,0,1
1078,online,standard,-19,0,594.0,MM,0,11,77,0.6666666666666666,1,0,0,0,0
1079,online,standard,-10,0,611.0,MF,1,-3,-22,-0.2727272727272727,0,0,0,0,0
1080,online,standard,-1,0,615.0,MF,0,1,5,-0.0384615384615384,0,0,0,0,0
1081,online,standard,38,0,576.0,MF,1,-1,-8,0.0,2,1,0,0,0
1082,online,standard,-13,0,528.0,MF,-1,7,49,-0.010204081632653,0,0,0,0,0
1083,online,standard,-2,0,329.0,MM,-1,45,423,0.210401891252955,0,0,0,0,0
1084,online,standard,7,0,252.0,MM,0,-3,-24,-0.1166666666666665,1,0,0,0,1
1085,online,standard,21,0,448.0,MM,0,2,-5,0.0501792114695339,5,1,0,0,1
1086,online,standard,-37,0,436.0,MM,0,0,-3,0.1261792452830188,8,3,0,0,0
1087,online,standard,-20,0,343.0,MM,0,-2,-14,-0.0071428571428572,5,2,0,0,0
1088,online,standard,19,0,426.0,MM,-1,2,16,0.1875,0,0,0,0,0
1089,online,standard,-1,0,218.0,MM,1,-7,-51,-0.2058823529411765,9,5,0,0,0
1090,online,standard,1,0,236.0,MM,-1,3,19,0.0526315789473684,0,0,0,0,0
1091,online,standard,-5,0,223.0,MM,0,7,77,0.2958801498127341,1,0,0,0,1
1092,online,standard,3,0,228.0,MM,0,-7,-45,0.1999999999999999,9,1,1,0,0
1093,online,standard,15,0,699.0,MM,0,14,99,-0.2162162162162162,0,0,0,0,0
1094,online,standard,-9,0,698.0,MM,0,3,18,0.0113636363636363,2,1,0,0,0
1095,online,standard,44,0,639.0,MM,0,-7,-37,0.1420107033639143,16,3,0,0,0
1096,online,standard,41,0,631.0,MM,0,0,-3,0.2662337662337661,6,3,0,0,0
1097,online,standard,8,0,503.0,MF,0,0,13,0.6428571428571429,0,0,0,0,0
1098,online,standard,0,0,471.0,MM,0,1,19,0.1623207301173402,8,0,0,0,0
1099,online,standard,-5,0,460.0,MM,0,8,53,0.1448717948717948,5,1,0,0,1
1100,online,standard,19,0,416.0,MM,0,2,12,-0.0639097744360902,4,2,0,0,1
1101,online,standard,-7,0,415.0,MM,0,1,6,0.15,3,1,0,0,0
1102,online,standard,-19,0,409.0,MM,1,-5,-34,0.1029411764705882,18,5,0,0,0
1103,online,standard,-5,0,520.0,MM,0,12,101,0.5392156862745098,1,0,0,0,0
1104,online,standard,0,0,565.0,FF,0,4,25,0.0303030303030302,2,1,0,0,0
1105,online,standard,9,0,487.0,MM,1,-1,-7,-0.4285714285714286,1,1,0,0,0
1106,online,standard,9,0,839.0,MM,0,16,115,0.4898373983739837,0,0,0,0,0
1107,online,standard,41,0,800.0,MM,1,-3,-28,0.0714285714285714,15,4,0,0,0
1108,online,standard,-13,0,489.0,MM,0,3,14,0.1068181818181818,1,0,0,0,0
1109,online,standard,16,0,321.0,MM,0,-1,-7,0.1217948717948718,4,1,0,0,0
1110,online,standard,28,0,494.0,MF,0,1,-2,0.1309872922776148,15,5,0,0,1
1111,online,standard,-9,0,397.0,MM,0,0,-14,0.0252525252525251,5,1,0,0,0
1112,online,standard,42,0,431.0,MM,0,-10,-93,0.284090909090909,18,2,0,0,0
1113,online,standard,-8,0,303.0,MM,-1,1,2,0.0,0,0,0,0,0
1114,online,standard,11,0,308.0,MM,1,-2,-8,0.0,1,0,0,0,1
1115,online,standard,-2,0,283.0,MM,0,-1,2,0.3095238095238096,1,0,0,0,0
1116,online,standard,19,0,358.0,MM,0,5,31,0.1219312602291325,7,1,0,0,1
1117,online,standard,33,0,417.0,MM,0,4,55,0.1145076007931262,14,6,0,0,0
1118,online,standard,22,0,434.0,MF,0,1,11,0.3875,0,0,0,0,0
1119,online,standard,-1,0,412.0,MM,0,-1,-3,-0.2666666666666666,10,7,0,0,0
1120,online,standard,19,0,376.0,MM,0,-6,-43,-0.13,6,4,0,0,1
1121,online,standard,-4,0,427.0,MM,0,7,63,0.0299999999999999,5,1,0,0,0
1122,online,standard,30,0,394.0,MF,0,3,32,-0.0208333333333333,5,2,0,0,1
1123,online,standard,32,0,513.0,MM,0,12,94,0.2892156862745098,0,0,0,0,1
1124,online,standard,1,0,499.0,MM,0,6,44,-0.2226890756302521,1,1,1,1,0
1125,online,standard,-20,0,504.0,MM,1,-1,-1,0.5,1,0,0,0,0
1126,online,standard,-11,0,595.0,MM,0,0,-4,-0.0640732265446224,3,2,0,0,0
1127,online,standard,-8,0,599.0,MM,0,0,0,0.1052631578947368,1,0,0,0,0
1128,online,standard,18,0,489.0,MF,0,-2,-7,0.4285714285714286,8,1,0,0,1
1129,online,standard,-49,0,440.0,MM,-1,7,49,-0.010204081632653,0,0,0,0,0
1130,online,standard,14,0,491.0,MF,0,-2,-15,-0.5584415584415584,0,0,0,0,0
1131,online,standard,14,0,394.0,MF,0,1,2,0.0999999999999999,2,1,0,0,0
1132,online,standard,8,0,396.0,FF,-1,7,50,-0.09,0,0,0,0,0
1133,online,standard,27,0,533.0,FM,0,-2,-27,-0.4285714285714285,15,4,0,0,0
1134,online,standard,-3,0,383.0,MM,0,0,-2,0.1002964426877469,1,0,0,0,1
1135,online,standard,-28,0,439.0,MM,0,-2,-17,0.0743935309973045,5,2,0,0,0
1136,online,standard,16,0,503.0,MM,0,-6,-44,-0.0466666666666666,6,4,0,0,0
1137,online,standard,-5,0,308.0,MM,-1,4,22,0.1363636363636363,0,0,0,0,0
1138,online,standard,31,0,239.0,MM,0,0,6,0.2090909090909091,0,0,0,0,0
1139,online,standard,35,0,322.0,MM,0,1,6,0.3380566801619433,4,0,0,0,1
1140,online,standard,30,0,293.0,MM,-1,9,89,0.1292134831460674,0,0,0,0,0
1141,online,standard,21,0,478.0,MF,0,4,21,0.2112903225806451,2,1,0,0,0
1142,online,standard,40,0,403.0,MF,0,7,39,0.1988636363636363,15,5,0,0,1
1143,online,standard,-17,0,417.0,MM,0,-1,-1,0.3051470588235294,0,0,0,0,0
1144,online,standard,9,0,322.0,MM,0,0,0,0.0,0,0,0,0,1
1145,online,standard,1,0,338.0,MM,1,-3,-18,-0.1666666666666666,10,7,0,0,0
1146,online,standard,-9,0,715.0,MM,0,0,-3,0.0714285714285714,1,1,0,0,0
1147,online,standard,-11,0,227.0,MM,0,10,70,0.1538461538461538,1,0,0,0,0
1148,online,standard,25,0,299.0,MM,0,-6,-31,0.0526315789473684,9,1,0,0,0
1149,online,standard,-10,0,638.0,MM,0,9,64,0.5615384615384615,1,0,0,0,0
1150,online,standard,24,0,270.0,MM,0,-3,-17,0.1680851063829787,7,1,0,0,1
1151,online,standard,-36,0,322.0,MM,0,1,5,-0.1634615384615384,2,2,0,0,0
1152,online,standard,7,0,481.0,MM,0,5,82,0.1184036542853708,8,0,0,0,1
1153,online,standard,18,0,326.0,MM,0,1,5,-0.0639097744360902,6,3,0,0,1
1154,online,standard,27,0,361.0,MF,0,5,43,0.0625,5,2,0,0,0
1155,online,standard,0,0,371.0,MM,0,11,90,-0.0441176470588235,8,4,0,0,1
1156,online,standard,35,0,350.0,MM,1,-1,-7,-0.1428571428571429,4,2,0,0,0
1157,online,standard,2,0,318.0,MM,0,-3,-22,-0.0637254901960784,18,5,0,0,0
1158,online,standard,-3,0,325.0,MF,0,3,25,-0.0935374149659864,5,2,0,0,0
1159,online,standard,37,0,441.0,MM,0,0,-1,-0.0357142857142857,0,0,0,0,1
1160,online,standard,-1,0,354.0,FM,0,6,45,0.1728571428571428,1,1,0,0,1
1161,online,standard,-3,0,295.0,MF,0,-1,-4,0.3142857142857143,8,1,0,0,0
1162,online,standard,16,0,615.0,MM,0,3,14,0.238095238095238,2,2,0,0,1
1163,online,standard,14,0,748.0,MM,0,-1,-19,0.0158730158730158,15,4,0,0,0
1164,online,standard,1,0,275.0,MM,0,-8,-66,0.0625,12,1,0,0,0
1165,online,standard,11,0,262.0,MM,0,-7,-51,0.2558651026392962,2,0,0,0,0
1166,online,standard,-1,0,270.0,MM,0,0,3,0.0871271585557299,8,1,0,0,0
1167,online,standard,26,0,578.0,MM,0,3,18,0.315136476426799,4,0,0,0,1
1168,online,standard,18,0,320.0,MF,0,-3,-17,0.1571969696969697,15,5,1,0,0
1169,online,standard,28,0,235.0,MM,0,-3,-32,-0.021671826625387,9,5,1,1,1
1170,online,standard,0,0,325.0,MM,-1,1,4,0.5,0,0,0,0,0
1171,online,standard,19,0,268.0,MM,0,0,-26,0.0288461538461538,18,2,0,0,0
1172,online,standard,18,0,334.0,MM,0,-4,-31,-0.0773684210526315,6,4,0,0,1
1173,online,standard,15,0,201.0,MM,0,-5,-34,-0.0703764320785597,7,1,0,0,0
1174,online,standard,30,0,405.0,MM,1,-3,-18,-0.1666666666666666,10,7,0,0,0
1175,online,standard,10,0,419.0,MF,0,-6,-36,0.2328571428571429,15,4,0,0,0
1176,online,standard,36,0,395.0,MM,0,-4,-27,-0.3004201680672268,14,6,0,0,1
1177,online,standard,-12,0,399.0,MM,1,-11,-59,0.0084745762711864,8,0,0,0,0
1178,online,standard,-29,0,428.0,MM,0,0,-2,0.0666666666666666,8,4,0,0,0
1179,online,standard,43,0,664.0,MM,0,10,58,0.0863095238095237,6,3,1,0,0
1180,online,standard,-18,0,551.0,MF,0,1,14,0.4,0,0,0,0,0
1181,online,standard,-22,0,421.0,MM,1,-1,-8,-0.125,2,2,0,0,0
1182,online,standard,-19,0,669.0,MM,0,13,118,-0.085723095898859,3,2,0,0,0
1183,online,standard,16,0,561.0,MM,0,11,71,0.238095238095238,2,2,0,0,1
1184,online,standard,15,0,473.0,MF,0,10,88,0.2535014005602241,8,1,0,0,0
1185,online,standard,-12,0,464.0,FM,0,6,51,0.219172932330827,1,0,0,0,0
1186,online,standard,15,0,512.0,MM,0,17,105,0.1052631578947368,15,4,0,0,0
1187,online,standard,-13,0,240.0,MM,0,0,7,-0.0178424938474159,1,0,0,0,0
1188,online,standard,0,0,263.0,MM,0,-8,-56,-0.0698924731182795,2,0,0,0,0
1189,online,standard,-21,0,516.0,MM,0,-2,-31,0.3601515151515151,19,3,0,0,1
1190,online,standard,25,0,430.0,MM,0,4,21,0.0112903225806451,2,1,0,0,1
1191,online,standard,37,0,410.0,MM,0,-5,-38,0.4192949907235621,8,1,0,0,0
1192,online,standard,21,0,386.0,MM,0,-2,-11,0.1538461538461538,4,0,0,0,1
1193,online,standard,4,0,281.0,MM,-1,1,14,0.1428571428571429,0,0,0,0,1
1194,online,standard,30,0,355.0,MM,0,1,1,0.0175438596491228,10,7,0,0,0
1195,online,standard,15,0,373.0,MM,0,1,9,-0.0473684210526315,0,0,0,0,1
1196,online,standard,18,0,319.0,MM,0,2,39,-0.0007865168539326,6,4,0,0,1
1197,online,standard,-15,0,592.0,MM,0,9,63,0.0538636363636363,1,1,0,0,1
1198,online,standard,-31,0,808.0,MM,0,1,14,0.4,1,0,0,0,0
