,upset_score,tournament_id,left_fide_id,left_rtg,right_fide_id,right_rtg,location,medium,time_control
44,0.0,655566,5602521,1863,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
44,0.0,655566,5602521,1863,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
44,0.0,655566,5602521,1863,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
44,0.0,655566,5602521,1863,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
44,0.0,655566,5602521,1863,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
44,0.0,655566,5602521,1863,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
45,0.0,655566,42212642,1547,34122117,2206,Mamaia,offline,90 min. KO + 30 sec./move
46,0.0,655566,1532359,2083,12827355,1807,Mamaia,offline,90 min. KO + 30 sec./move
47,0.0,655566,13619730,1745,4510488,2042,Mamaia,offline,90 min. KO + 30 sec./move
48,0.0,655566,1547356,2013,515779,1793,Mamaia,offline,90 min. KO + 30 sec./move
49,0.0,655566,1283170,1707,1248650,1924,Mamaia,offline,90 min. KO + 30 sec./move
50,0.0,655566,5314992,1488,2822032,1906,Mamaia,offline,90 min. KO + 30 sec./move
51,0.0,655566,246212,1870,1256416,1641,Mamaia,offline,90 min. KO + 30 sec./move
52,0.0,655566,2516926,1857,9318003,1467,Mamaia,offline,90 min. KO + 30 sec./move
53,0.0,655566,13213032,1450,13734768,1848,Mamaia,offline,90 min. KO + 30 sec./move
54,0.0,655566,2408562,1846,1257722,1453,Mamaia,offline,90 min. KO + 30 sec./move
54,0.0,655566,2408562,1846,1257722,1453,Mamaia,offline,90 min. KO + 30 sec./move
0,40.5,655566,1249452,2356,35028600,2437,Mamaia,offline,90 min. KO + 30 sec./move
0,40.5,655566,1249452,2356,35028600,2437,Mamaia,offline,90 min. KO + 30 sec./move
0,40.5,655566,1249452,2356,35028600,2437,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,45055297,2222,14188767,2431,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,45055297,2222,14188767,2431,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,46626786,2494,21806209,2244,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,46626786,2494,21806209,2244,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,46626786,2494,21806209,2244,Mamaia,offline,90 min. KO + 30 sec./move
3,0.0,655566,36069884,2431,1649353,2241,Mamaia,offline,90 min. KO + 30 sec./move
4,0.0,655566,13312022,2395,1341332,2203,Mamaia,offline,90 min. KO + 30 sec./move
4,0.0,655566,13312022,2395,1341332,2203,Mamaia,offline,90 min. KO + 30 sec./move
4,0.0,655566,13312022,2395,1341332,2203,Mamaia,offline,90 min. KO + 30 sec./move
5,58.5,655566,1553259,2267,36069264,2384,Mamaia,offline,90 min. KO + 30 sec./move
6,83.0,655566,12410853,2268,14420937,2351,Mamaia,offline,90 min. KO + 30 sec./move
6,83.0,655566,12410853,2268,14420937,2351,Mamaia,offline,90 min. KO + 30 sec./move
7,0.0,655566,1251406,2245,13309315,2327,Mamaia,offline,90 min. KO + 30 sec./move
8,28.5,655566,1246305,2242,13429078,2299,Mamaia,offline,90 min. KO + 30 sec./move
8,28.5,655566,1246305,2242,13429078,2299,Mamaia,offline,90 min. KO + 30 sec./move
8,28.5,655566,1246305,2242,13429078,2299,Mamaia,offline,90 min. KO + 30 sec./move
9,242.0,655566,12411396,2037,1255002,2279,Mamaia,offline,90 min. KO + 30 sec./move
9,242.0,655566,12411396,2037,1255002,2279,Mamaia,offline,90 min. KO + 30 sec./move
10,202.0,655566,2928531,2176,2824213,2378,Mamaia,offline,90 min. KO + 30 sec./move
11,0.0,655566,13908669,2184,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
11,0.0,655566,13908669,2184,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
12,0.0,655566,4903250,2137,45105987,2408,Mamaia,offline,90 min. KO + 30 sec./move
12,0.0,655566,4903250,2137,45105987,2408,Mamaia,offline,90 min. KO + 30 sec./move
13,99.0,655566,24529133,2381,1275143,2183,Mamaia,offline,90 min. KO + 30 sec./move
14,82.5,655566,21816972,2338,2859870,2173,Mamaia,offline,90 min. KO + 30 sec./move
15,0.0,655566,30938228,2301,1241532,2053,Mamaia,offline,90 min. KO + 30 sec./move
16,0.0,655566,312187930,2282,2828570,1980,Mamaia,offline,90 min. KO + 30 sec./move
16,0.0,655566,312187930,2282,2828570,1980,Mamaia,offline,90 min. KO + 30 sec./move
16,0.0,655566,312187930,2282,2828570,1980,Mamaia,offline,90 min. KO + 30 sec./move
17,118.5,655566,4705114,2011,12994219,2248,Mamaia,offline,90 min. KO + 30 sec./move
17,118.5,655566,4705114,2011,12994219,2248,Mamaia,offline,90 min. KO + 30 sec./move
17,118.5,655566,4705114,2011,12994219,2248,Mamaia,offline,90 min. KO + 30 sec./move
17,118.5,655566,4705114,2011,12994219,2248,Mamaia,offline,90 min. KO + 30 sec./move
17,118.5,655566,4705114,2011,12994219,2248,Mamaia,offline,90 min. KO + 30 sec./move
17,118.5,655566,4705114,2011,12994219,2248,Mamaia,offline,90 min. KO + 30 sec./move
18,0.0,655566,13737910,1994,46616551,2218,Mamaia,offline,90 min. KO + 30 sec./move
18,0.0,655566,13737910,1994,46616551,2218,Mamaia,offline,90 min. KO + 30 sec./move
18,0.0,655566,13737910,1994,46616551,2218,Mamaia,offline,90 min. KO + 30 sec./move
18,0.0,655566,13737910,1994,46616551,2218,Mamaia,offline,90 min. KO + 30 sec./move
19,0.0,655566,1249533,1958,34514570,2215,Mamaia,offline,90 min. KO + 30 sec./move
20,0.0,655566,985317,2208,13619802,1881,Mamaia,offline,90 min. KO + 30 sec./move
20,0.0,655566,985317,2208,13619802,1881,Mamaia,offline,90 min. KO + 30 sec./move
20,0.0,655566,985317,2208,13619802,1881,Mamaia,offline,90 min. KO + 30 sec./move
20,0.0,655566,985317,2208,13619802,1881,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1256122,1825,1658069,2192,Mamaia,offline,90 min. KO + 30 sec./move
22,0.0,655566,22008144,1534,23701641,2283,Mamaia,offline,90 min. KO + 30 sec./move
23,0.0,655566,25827138,2316,34309926,2052,Mamaia,offline,90 min. KO + 30 sec./move
23,0.0,655566,25827138,2316,34309926,2052,Mamaia,offline,90 min. KO + 30 sec./move
24,85.0,655566,2924293,2222,1242768,2052,Mamaia,offline,90 min. KO + 30 sec./move
25,215.0,655566,13512269,2217,13316338,2002,Mamaia,offline,90 min. KO + 30 sec./move
26,0.0,655566,14562170,2198,13719700,1924,Mamaia,offline,90 min. KO + 30 sec./move
27,0.0,655566,15005402,2165,13811959,1784,Mamaia,offline,90 min. KO + 30 sec./move
28,0.0,655566,2825082,2053,16503902,2147,Mamaia,offline,90 min. KO + 30 sec./move
28,0.0,655566,2825082,2053,16503902,2147,Mamaia,offline,90 min. KO + 30 sec./move
29,0.0,655566,13908162,2052,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
29,0.0,655566,13908162,2052,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
29,0.0,655566,13908162,2052,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
30,166.0,655566,9312552,1938,1248294,2104,Mamaia,offline,90 min. KO + 30 sec./move
30,166.0,655566,9312552,1938,1248294,2104,Mamaia,offline,90 min. KO + 30 sec./move
31,0.0,655566,25832646,2087,5520711,1417,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,1265431,1770,14165570,2312,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,1265431,1770,14165570,2312,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,1265431,1770,14165570,2312,Mamaia,offline,90 min. KO + 30 sec./move
33,299.0,655566,2629445,1968,1468480,2267,Mamaia,offline,90 min. KO + 30 sec./move
34,0.0,655566,1653253,2236,1263447,1966,Mamaia,offline,90 min. KO + 30 sec./move
35,265.0,655566,34122117,2206,25834843,1941,Mamaia,offline,90 min. KO + 30 sec./move
36,138.5,655566,1248650,1924,1065882,2201,Mamaia,offline,90 min. KO + 30 sec./move
37,236.0,655566,1538500,1919,797073,2155,Mamaia,offline,90 min. KO + 30 sec./move
38,122.5,655566,2618826,2151,2822032,1906,Mamaia,offline,90 min. KO + 30 sec./move
39,0.0,655566,5304946,1884,1463373,2092,Mamaia,offline,90 min. KO + 30 sec./move
40,0.0,655566,246212,1870,1532359,2083,Mamaia,offline,90 min. KO + 30 sec./move
41,189.0,655566,14959704,2082,465135,1893,Mamaia,offline,90 min. KO + 30 sec./move
41,189.0,655566,14959704,2082,465135,1893,Mamaia,offline,90 min. KO + 30 sec./move
42,92.5,655566,4510488,2042,2516926,1857,Mamaia,offline,90 min. KO + 30 sec./move
43,88.0,655566,9961640,1861,11622075,2037,Mamaia,offline,90 min. KO + 30 sec./move
44,186.0,655566,13734768,1848,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
44,186.0,655566,13734768,1848,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
44,186.0,655566,13734768,1848,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
44,186.0,655566,13734768,1848,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
45,89.5,655566,21863911,2025,2408562,1846,Mamaia,offline,90 min. KO + 30 sec./move
45,89.5,655566,21863911,2025,2408562,1846,Mamaia,offline,90 min. KO + 30 sec./move
46,0.0,655566,11624280,1730,1547356,2013,Mamaia,offline,90 min. KO + 30 sec./move
47,0.0,655566,2640902,1307,73603090,1993,Mamaia,offline,90 min. KO + 30 sec./move
48,0.0,655566,1341928,1992,5517400,1463,Mamaia,offline,90 min. KO + 30 sec./move
49,0.0,655566,5905419,1306,5602521,1863,Mamaia,offline,90 min. KO + 30 sec./move
49,0.0,655566,5905419,1306,5602521,1863,Mamaia,offline,90 min. KO + 30 sec./move
49,0.0,655566,5905419,1306,5602521,1863,Mamaia,offline,90 min. KO + 30 sec./move
50,0.0,655566,12998630,2292,42212642,1547,Mamaia,offline,90 min. KO + 30 sec./move
51,0.0,655566,12827355,1807,5314992,1488,Mamaia,offline,90 min. KO + 30 sec./move
52,171.5,655566,515779,1793,13213032,1450,Mamaia,offline,90 min. KO + 30 sec./move
53,0.0,655566,1256416,1641,13619730,1745,Mamaia,offline,90 min. KO + 30 sec./move
54,0.0,655566,9318003,1467,1283170,1707,Mamaia,offline,90 min. KO + 30 sec./move
0,31.5,655566,14188767,2431,46626786,2494,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,35028600,2437,12410853,2268,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,35028600,2437,12410853,2268,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,35028600,2437,12410853,2268,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,35028600,2437,12410853,2268,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,35028600,2437,12410853,2268,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,35028600,2437,12410853,2268,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13309315,2327,36069884,2431,Mamaia,offline,90 min. KO + 30 sec./move
3,0.0,655566,2928531,2176,13312022,2395,Mamaia,offline,90 min. KO + 30 sec./move
4,319.0,655566,12411396,2037,1249452,2356,Mamaia,offline,90 min. KO + 30 sec./move
4,319.0,655566,12411396,2037,1249452,2356,Mamaia,offline,90 min. KO + 30 sec./move
5,79.5,655566,2820242,2426,1553259,2267,Mamaia,offline,90 min. KO + 30 sec./move
5,79.5,655566,2820242,2426,1553259,2267,Mamaia,offline,90 min. KO + 30 sec./move
6,0.0,655566,45105987,2408,1246305,2242,Mamaia,offline,90 min. KO + 30 sec./move
6,0.0,655566,45105987,2408,1246305,2242,Mamaia,offline,90 min. KO + 30 sec./move
7,81.0,655566,36069264,2384,45055297,2222,Mamaia,offline,90 min. KO + 30 sec./move
7,81.0,655566,36069264,2384,45055297,2222,Mamaia,offline,90 min. KO + 30 sec./move
8,83.0,655566,46616551,2218,30938228,2301,Mamaia,offline,90 min. KO + 30 sec./move
8,83.0,655566,46616551,2218,30938228,2301,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,13429078,2299,985317,2208,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,13429078,2299,985317,2208,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,13429078,2299,985317,2208,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,13429078,2299,985317,2208,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,13429078,2299,985317,2208,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,13429078,2299,985317,2208,Mamaia,offline,90 min. KO + 30 sec./move
10,67.0,655566,34514570,2215,312187930,2282,Mamaia,offline,90 min. KO + 30 sec./move
10,67.0,655566,34514570,2215,312187930,2282,Mamaia,offline,90 min. KO + 30 sec./move
10,67.0,655566,34514570,2215,312187930,2282,Mamaia,offline,90 min. KO + 30 sec./move
11,94.5,655566,1658069,2192,24529133,2381,Mamaia,offline,90 min. KO + 30 sec./move
12,76.5,655566,14420937,2351,14562170,2198,Mamaia,offline,90 min. KO + 30 sec./move
13,0.0,655566,1275143,2183,21816972,2338,Mamaia,offline,90 min. KO + 30 sec./move
14,71.5,655566,2859870,2173,25827138,2316,Mamaia,offline,90 min. KO + 30 sec./move
15,0.0,655566,23701641,2283,15005402,2165,Mamaia,offline,90 min. KO + 30 sec./move
16,0.0,655566,1255002,2279,16503902,2147,Mamaia,offline,90 min. KO + 30 sec./move
16,0.0,655566,1255002,2279,16503902,2147,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,12994219,2248,14632756,2123,Mamaia,offline,90 min. KO + 30 sec./move
18,243.0,655566,13316338,2002,1251406,2245,Mamaia,offline,90 min. KO + 30 sec./move
19,78.5,655566,21806209,2244,25832646,2087,Mamaia,offline,90 min. KO + 30 sec./move
19,78.5,655566,21806209,2244,25832646,2087,Mamaia,offline,90 min. KO + 30 sec./move
19,78.5,655566,21806209,2244,25832646,2087,Mamaia,offline,90 min. KO + 30 sec./move
20,0.0,655566,1649353,2241,4705114,2011,Mamaia,offline,90 min. KO + 30 sec./move
20,0.0,655566,1649353,2241,4705114,2011,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1341332,2203,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1341332,2203,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1341332,2203,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1341332,2203,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1341332,2203,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
21,0.0,655566,1341332,2203,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
22,0.0,655566,2824213,2378,1341928,1992,Mamaia,offline,90 min. KO + 30 sec./move
23,0.0,655566,14165570,2312,2629445,1968,Mamaia,offline,90 min. KO + 30 sec./move
23,0.0,655566,14165570,2312,2629445,1968,Mamaia,offline,90 min. KO + 30 sec./move
23,0.0,655566,14165570,2312,2629445,1968,Mamaia,offline,90 min. KO + 30 sec./move
24,121.5,655566,73603090,1993,1653253,2236,Mamaia,offline,90 min. KO + 30 sec./move
25,121.0,655566,2828570,1980,2924293,2222,Mamaia,offline,90 min. KO + 30 sec./move
26,0.0,655566,25834843,1941,13908669,2184,Mamaia,offline,90 min. KO + 30 sec./move
27,0.0,655566,465135,1893,4903250,2137,Mamaia,offline,90 min. KO + 30 sec./move
27,0.0,655566,465135,1893,4903250,2137,Mamaia,offline,90 min. KO + 30 sec./move
28,0.0,655566,1463373,2092,1249533,1958,Mamaia,offline,90 min. KO + 30 sec./move
29,0.0,655566,1532359,2083,1538500,1919,Mamaia,offline,90 min. KO + 30 sec./move
30,0.0,655566,1241532,2053,1256122,1825,Mamaia,offline,90 min. KO + 30 sec./move
31,259.0,655566,1242768,2052,22008144,1534,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,1547356,2013,13734768,1848,Mamaia,offline,90 min. KO + 30 sec./move
33,56.5,655566,13619802,1881,13737910,1994,Mamaia,offline,90 min. KO + 30 sec./move
33,56.5,655566,13619802,1881,13737910,1994,Mamaia,offline,90 min. KO + 30 sec./move
33,56.5,655566,13619802,1881,13737910,1994,Mamaia,offline,90 min. KO + 30 sec./move
33,56.5,655566,13619802,1881,13737910,1994,Mamaia,offline,90 min. KO + 30 sec./move
34,0.0,655566,2822032,1906,12998630,2292,Mamaia,offline,90 min. KO + 30 sec./move
35,0.0,655566,13719700,1924,13512269,2217,Mamaia,offline,90 min. KO + 30 sec./move
36,0.0,655566,1065882,2201,21863911,2025,Mamaia,offline,90 min. KO + 30 sec./move
37,0.0,655566,5602521,1863,2618826,2151,Mamaia,offline,90 min. KO + 30 sec./move
37,0.0,655566,5602521,1863,2618826,2151,Mamaia,offline,90 min. KO + 30 sec./move
37,0.0,655566,5602521,1863,2618826,2151,Mamaia,offline,90 min. KO + 30 sec./move
38,0.0,655566,1248294,2104,1248650,1924,Mamaia,offline,90 min. KO + 30 sec./move
39,98.0,655566,2516926,1857,2825082,2053,Mamaia,offline,90 min. KO + 30 sec./move
40,206.0,655566,2408562,1846,13908162,2052,Mamaia,offline,90 min. KO + 30 sec./move
40,206.0,655566,2408562,1846,13908162,2052,Mamaia,offline,90 min. KO + 30 sec./move
41,95.5,655566,34309926,2052,9961640,1861,Mamaia,offline,90 min. KO + 30 sec./move
41,95.5,655566,34309926,2052,9961640,1861,Mamaia,offline,90 min. KO + 30 sec./move
42,0.0,655566,5520711,1417,4510488,2042,Mamaia,offline,90 min. KO + 30 sec./move
43,0.0,655566,11622075,2037,1265431,1770,Mamaia,offline,90 min. KO + 30 sec./move
44,298.0,655566,13811959,1784,14959704,2082,Mamaia,offline,90 min. KO + 30 sec./move
45,0.0,655566,1468480,2267,12827355,1807,Mamaia,offline,90 min. KO + 30 sec./move
46,0.0,655566,13619730,1745,34122117,2206,Mamaia,offline,90 min. KO + 30 sec./move
47,0.0,655566,797073,2155,11624280,1730,Mamaia,offline,90 min. KO + 30 sec./move
48,0.0,655566,2872264,2034,2640902,1307,Mamaia,offline,90 min. KO + 30 sec./move
48,0.0,655566,2872264,2034,2640902,1307,Mamaia,offline,90 min. KO + 30 sec./move
48,0.0,655566,2872264,2034,2640902,1307,Mamaia,offline,90 min. KO + 30 sec./move
48,0.0,655566,2872264,2034,2640902,1307,Mamaia,offline,90 min. KO + 30 sec./move
49,330.0,655566,1263447,1966,5905419,1306,Mamaia,offline,90 min. KO + 30 sec./move
50,0.0,655566,5517400,1463,5304946,1884,Mamaia,offline,90 min. KO + 30 sec./move
51,0.0,655566,1257722,1453,246212,1870,Mamaia,offline,90 min. KO + 30 sec./move
52,0.0,655566,1283170,1707,515779,1793,Mamaia,offline,90 min. KO + 30 sec./move
53,0.0,655566,42212642,1547,13213032,1450,Mamaia,offline,90 min. KO + 30 sec./move
54,76.5,655566,5314992,1488,1256416,1641,Mamaia,offline,90 min. KO + 30 sec./move
0,42.0,655566,13312022,2395,35028600,2437,Mamaia,offline,90 min. KO + 30 sec./move
0,42.0,655566,13312022,2395,35028600,2437,Mamaia,offline,90 min. KO + 30 sec./move
0,42.0,655566,13312022,2395,35028600,2437,Mamaia,offline,90 min. KO + 30 sec./move
1,0.0,655566,36069884,2431,14188767,2431,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13429078,2299,12411396,2037,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13429078,2299,12411396,2037,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13429078,2299,12411396,2037,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13429078,2299,12411396,2037,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13429078,2299,12411396,2037,Mamaia,offline,90 min. KO + 30 sec./move
2,0.0,655566,13429078,2299,12411396,2037,Mamaia,offline,90 min. KO + 30 sec./move
3,138.0,655566,46626786,2494,46616551,2218,Mamaia,offline,90 min. KO + 30 sec./move
3,138.0,655566,46626786,2494,46616551,2218,Mamaia,offline,90 min. KO + 30 sec./move
4,193.0,655566,34514570,2215,45105987,2408,Mamaia,offline,90 min. KO + 30 sec./move
4,193.0,655566,34514570,2215,45105987,2408,Mamaia,offline,90 min. KO + 30 sec./move
5,178.0,655566,12994219,2248,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
5,178.0,655566,12994219,2248,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
5,178.0,655566,12994219,2248,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
5,178.0,655566,12994219,2248,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
5,178.0,655566,12994219,2248,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
5,178.0,655566,12994219,2248,2820242,2426,Mamaia,offline,90 min. KO + 30 sec./move
6,0.0,655566,1649353,2241,36069264,2384,Mamaia,offline,90 min. KO + 30 sec./move
7,0.0,655566,1249452,2356,45055297,2222,Mamaia,offline,90 min. KO + 30 sec./move
7,0.0,655566,1249452,2356,45055297,2222,Mamaia,offline,90 min. KO + 30 sec./move
8,0.0,655566,21816972,2338,1341332,2203,Mamaia,offline,90 min. KO + 30 sec./move
8,0.0,655566,21816972,2338,1341332,2203,Mamaia,offline,90 min. KO + 30 sec./move
8,0.0,655566,21816972,2338,1341332,2203,Mamaia,offline,90 min. KO + 30 sec./move
9,0.0,655566,1553259,2267,13309315,2327,Mamaia,offline,90 min. KO + 30 sec./move
10,0.0,655566,1658069,2192,23701641,2283,Mamaia,offline,90 min. KO + 30 sec./move
11,51.5,655566,1255002,2279,2928531,2176,Mamaia,offline,90 min. KO + 30 sec./move
12,0.0,655566,12410853,2268,13316338,2002,Mamaia,offline,90 min. KO + 30 sec./move
12,0.0,655566,12410853,2268,13316338,2002,Mamaia,offline,90 min. KO + 30 sec./move
13,0.0,655566,24529133,2381,1463373,2092,Mamaia,offline,90 min. KO + 30 sec./move
14,0.0,655566,985317,2208,2824213,2378,Mamaia,offline,90 min. KO + 30 sec./move
14,0.0,655566,985317,2208,2824213,2378,Mamaia,offline,90 min. KO + 30 sec./move
15,107.0,655566,4903250,2137,14420937,2351,Mamaia,offline,90 min. KO + 30 sec./move
16,233.0,655566,25827138,2316,1532359,2083,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,14562170,2198,14165570,2312,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,14562170,2198,14165570,2312,Mamaia,offline,90 min. KO + 30 sec./move
17,0.0,655566,14562170,2198,14165570,2312,Mamaia,offline,90 min. KO + 30 sec./move
18,0.0,655566,30938228,2301,2859870,2173,Mamaia,offline,90 min. KO + 30 sec./move
19,0.0,655566,312187930,2282,1241532,2053,Mamaia,offline,90 min. KO + 30 sec./move
19,0.0,655566,312187930,2282,1241532,2053,Mamaia,offline,90 min. KO + 30 sec./move
19,0.0,655566,312187930,2282,1241532,2053,Mamaia,offline,90 min. KO + 30 sec./move
20,60.0,655566,13908669,2184,21806209,2244,Mamaia,offline,90 min. KO + 30 sec./move
20,60.0,655566,13908669,2184,21806209,2244,Mamaia,offline,90 min. KO + 30 sec./move
20,60.0,655566,13908669,2184,21806209,2244,Mamaia,offline,90 min. KO + 30 sec./move
21,114.5,655566,1246305,2242,1547356,2013,Mamaia,offline,90 min. KO + 30 sec./move
22,0.0,655566,25832646,2087,12998630,2292,Mamaia,offline,90 min. KO + 30 sec./move
23,193.0,655566,1251406,2245,1242768,2052,Mamaia,offline,90 min. KO + 30 sec./move
24,194.0,655566,1653253,2236,4510488,2042,Mamaia,offline,90 min. KO + 30 sec./move
25,0.0,655566,2924293,2222,11622075,2037,Mamaia,offline,90 min. KO + 30 sec./move
26,0.0,655566,13512269,2217,73603090,1993,Mamaia,offline,90 min. KO + 30 sec./move
27,0.0,655566,4705114,2011,1065882,2201,Mamaia,offline,90 min. KO + 30 sec./move
27,0.0,655566,4705114,2011,1065882,2201,Mamaia,offline,90 min. KO + 30 sec./move
28,0.0,655566,13737910,1994,1275143,2183,Mamaia,offline,90 min. KO + 30 sec./move
28,0.0,655566,13737910,1994,1275143,2183,Mamaia,offline,90 min. KO + 30 sec./move
29,0.0,655566,15005402,2165,2828570,1980,Mamaia,offline,90 min. KO + 30 sec./move
30,135.0,655566,2618826,2151,13619802,1881,Mamaia,offline,90 min. KO + 30 sec./move
30,135.0,655566,2618826,2151,13619802,1881,Mamaia,offline,90 min. KO + 30 sec./move
31,0.0,655566,16503902,2147,2408562,1846,Mamaia,offline,90 min. KO + 30 sec./move
31,0.0,655566,16503902,2147,2408562,1846,Mamaia,offline,90 min. KO + 30 sec./move
31,0.0,655566,16503902,2147,2408562,1846,Mamaia,offline,90 min. KO + 30 sec./move
31,0.0,655566,16503902,2147,2408562,1846,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,14632756,2123,13811959,1784,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,14632756,2123,13811959,1784,Mamaia,offline,90 min. KO + 30 sec./move
32,0.0,655566,14632756,2123,13811959,1784,Mamaia,offline,90 min. KO + 30 sec./move
33,0.0,655566,22008144,1534,1248294,2104,Mamaia,offline,90 min. KO + 30 sec./move
34,0.0,655566,34122117,2206,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
34,0.0,655566,34122117,2206,9312552,1938,Mamaia,offline,90 min. KO + 30 sec./move
35,348.0,655566,1538500,1919,1468480,2267,Mamaia,offline,90 min. KO + 30 sec./move
36,271.0,655566,5304946,1884,797073,2155,Mamaia,offline,90 min. KO + 30 sec./move
37,0.0,655566,2825082,2053,25834843,1941,Mamaia,offline,90 min. KO + 30 sec./move
38,0.0,655566,246212,1870,34309926,2052,Mamaia,offline,90 min. KO + 30 sec./move
38,0.0,655566,246212,1870,34309926,2052,Mamaia,offline,90 min. KO + 30 sec./move
39,0.0,655566,9961640,1861,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
39,0.0,655566,9961640,1861,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
39,0.0,655566,9961640,1861,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
39,0.0,655566,9961640,1861,2872264,2034,Mamaia,offline,90 min. KO + 30 sec./move
40,49.5,655566,1341928,1992,465135,1893,Mamaia,offline,90 min. KO + 30 sec./move
40,49.5,655566,1341928,1992,465135,1893,Mamaia,offline,90 min. KO + 30 sec./move
41,111.0,655566,2629445,1968,2516926,1857,Mamaia,offline,90 min. KO + 30 sec./move
42,110.0,655566,1249533,1958,13734768,1848,Mamaia,offline,90 min. KO + 30 sec./move
43,70.5,655566,1256122,1825,1263447,1966,Mamaia,offline,90 min. KO + 30 sec./move
