,upset_score,tournament_id,left_fide_id,left_rtg,right_fide_id,right_rtg,location,medium,time_control
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
0,135.5,674836,1163868,1883,1150677,2154,Antwerp,offline,"3' incr. 2"""
1,0.0,674836,708780,2059,12528897,2006,Antwerp,offline,"3' incr. 2"""
1,0.0,674836,708780,2059,12528897,2006,Antwerp,offline,"3' incr. 2"""
1,0.0,674836,708780,2059,12528897,2006,Antwerp,offline,"3' incr. 2"""
1,0.0,674836,708780,2059,12528897,2006,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
2,0.0,674836,4239873,2183,12572667,1674,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
3,130.0,674836,1148486,1907,1159569,2037,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
4,0.0,674836,26088843,1942,1152254,2072,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
5,410.0,674836,708801,2122,4903900,1712,Antwerp,offline,"3' incr. 2"""
6,17.5,674836,246336,1784,12537721,1749,Antwerp,offline,"3' incr. 2"""
6,17.5,674836,246336,1784,12537721,1749,Antwerp,offline,"3' incr. 2"""
6,17.5,674836,246336,1784,12537721,1749,Antwerp,offline,"3' incr. 2"""
6,17.5,674836,246336,1784,12537721,1749,Antwerp,offline,"3' incr. 2"""
6,17.5,674836,246336,1784,12537721,1749,Antwerp,offline,"3' incr. 2"""
6,17.5,674836,246336,1784,12537721,1749,Antwerp,offline,"3' incr. 2"""
7,0.0,674836,14932598,1857,10018220,1562,Antwerp,offline,"3' incr. 2"""
7,0.0,674836,14932598,1857,10018220,1562,Antwerp,offline,"3' incr. 2"""
7,0.0,674836,14932598,1857,10018220,1562,Antwerp,offline,"3' incr. 2"""
7,0.0,674836,14932598,1857,10018220,1562,Antwerp,offline,"3' incr. 2"""
8,324.0,674836,14318610,1586,36067474,1910,Antwerp,offline,"3' incr. 2"""
8,324.0,674836,14318610,1586,36067474,1910,Antwerp,offline,"3' incr. 2"""
8,324.0,674836,14318610,1586,36067474,1910,Antwerp,offline,"3' incr. 2"""
8,324.0,674836,14318610,1586,36067474,1910,Antwerp,offline,"3' incr. 2"""
8,324.0,674836,14318610,1586,36067474,1910,Antwerp,offline,"3' incr. 2"""
8,324.0,674836,14318610,1586,36067474,1910,Antwerp,offline,"3' incr. 2"""
9,0.0,674836,1332350,1878,10000887,1484,Antwerp,offline,"3' incr. 2"""
9,0.0,674836,1332350,1878,10000887,1484,Antwerp,offline,"3' incr. 2"""
9,0.0,674836,1332350,1878,10000887,1484,Antwerp,offline,"3' incr. 2"""
9,0.0,674836,1332350,1878,10000887,1484,Antwerp,offline,"3' incr. 2"""
10,353.0,674836,14944200,1869,10012257,1516,Antwerp,offline,"3' incr. 2"""
10,353.0,674836,14944200,1869,10012257,1516,Antwerp,offline,"3' incr. 2"""
10,353.0,674836,14944200,1869,10012257,1516,Antwerp,offline,"3' incr. 2"""
10,353.0,674836,14944200,1869,10012257,1516,Antwerp,offline,"3' incr. 2"""
10,353.0,674836,14944200,1869,10012257,1516,Antwerp,offline,"3' incr. 2"""
10,353.0,674836,14944200,1869,10012257,1516,Antwerp,offline,"3' incr. 2"""
0,0.0,647382,4482590,1257,6603793,1995,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,30940192,1962,6543863,1176,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,30940192,1962,6543863,1176,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,30940192,1962,6543863,1176,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,30940192,1962,6543863,1176,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647382,6605303,1170,6607918,1903,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647382,6605303,1170,6607918,1903,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647382,6605303,1170,6607918,1903,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
3,0.0,647382,4459261,1882,6613071,1117,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,6612962,1116,7004419,1868,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,6612962,1116,7004419,1868,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,3634787,1849,6605737,1115,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,3634787,1849,6605737,1115,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,3634787,1849,6605737,1115,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,3884317,1111,7003730,1834,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,3884317,1111,7003730,1834,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,3884317,1111,7003730,1834,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,3884317,1111,7003730,1834,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
7,0.0,647382,3530400,1807,6606334,1108,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
8,0.0,647382,6610846,0,4495276,1777,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
9,0.0,647382,4486722,1728,6608850,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
9,0.0,647382,4486722,1728,6608850,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
10,0.0,647382,3839869,0,3857956,1719,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
10,0.0,647382,3839869,0,3857956,1719,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
11,0.0,647382,6611044,1632,6608884,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
11,0.0,647382,6611044,1632,6608884,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,144408137,0,12602736,1623,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,144408137,0,12602736,1623,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,144408137,0,12602736,1623,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,144408137,0,12602736,1623,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
13,0.0,647382,30919770,1600,6617247,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
13,0.0,647382,30919770,1600,6617247,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
14,0.0,647382,6605664,0,144400233,1600,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
14,0.0,647382,6605664,0,144400233,1600,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
15,1542.0,647382,10008152,1542,6613152,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
16,0.0,647382,6617042,0,3528944,1525,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
17,0.0,647382,3850749,1496,6617050,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
17,0.0,647382,3850749,1496,6617050,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
18,0.0,647382,6617212,0,3837653,1490,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
18,0.0,647382,6617212,0,3837653,1490,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
19,0.0,647382,6508200,1479,6608531,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
19,0.0,647382,6508200,1479,6608531,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
19,0.0,647382,6508200,1479,6608531,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
19,0.0,647382,6508200,1479,6608531,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
20,0.0,647382,6607640,0,4460359,1458,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
20,0.0,647382,6607640,0,4460359,1458,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
21,0.0,647382,4458648,1448,6615759,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
21,0.0,647382,4458648,1448,6615759,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
21,0.0,647382,4458648,1448,6615759,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
21,0.0,647382,4458648,1448,6615759,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
22,0.0,647382,4493010,0,4496671,1435,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
22,0.0,647382,4493010,0,4496671,1435,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
23,0.0,647382,4481941,1425,6612148,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
24,0.0,647382,6609899,0,3854060,1396,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
24,0.0,647382,6609899,0,3854060,1396,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
25,0.0,647382,6613462,1384,4493141,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
25,0.0,647382,6613462,1384,4493141,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
26,0.0,647382,6612172,0,3835529,1373,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
26,0.0,647382,6612172,0,3835529,1373,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
27,0.0,647382,4493150,1349,6606229,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
27,0.0,647382,4493150,1349,6606229,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
28,0.0,647382,6611443,0,4497880,1305,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
28,0.0,647382,6611443,0,4497880,1305,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
29,1261.0,647382,6607705,1261,6611451,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
30,0.0,647382,144402570,0,4907493,1259,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
30,0.0,647382,144402570,0,4907493,1259,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
0,0.0,647382,6603793,1995,3528944,1525,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,3837653,1490,30940192,1962,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,3837653,1490,30940192,1962,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,3837653,1490,30940192,1962,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647382,3837653,1490,30940192,1962,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,407.0,647382,6607918,1903,3850749,1496,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,407.0,647382,6607918,1903,3850749,1496,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,407.0,647382,6607918,1903,3850749,1496,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,407.0,647382,6607918,1903,3850749,1496,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,407.0,647382,6607918,1903,3850749,1496,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,407.0,647382,6607918,1903,3850749,1496,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
3,0.0,647382,4460359,1458,4459261,1882,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
3,0.0,647382,4460359,1458,4459261,1882,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647382,7004419,1868,6508200,1479,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,4496671,1435,3634787,1849,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,4496671,1435,3634787,1849,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,4496671,1435,3634787,1849,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,4496671,1435,3634787,1849,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,4496671,1435,3634787,1849,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647382,4496671,1435,3634787,1849,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,7003730,1834,4458648,1448,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,7003730,1834,4458648,1448,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,7003730,1834,4458648,1448,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647382,7003730,1834,4458648,1448,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
7,0.0,647382,3854060,1396,3530400,1807,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
7,0.0,647382,3854060,1396,3530400,1807,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
8,0.0,647382,4495276,1777,4481941,1425,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
9,355.0,647382,3835529,1373,4486722,1728,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
9,355.0,647382,3835529,1373,4486722,1728,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
9,355.0,647382,3835529,1373,4486722,1728,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
9,355.0,647382,3835529,1373,4486722,1728,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
10,0.0,647382,3857956,1719,6613462,1384,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
11,163.5,647382,4497880,1305,6611044,1632,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
11,163.5,647382,4497880,1305,6611044,1632,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
11,163.5,647382,4497880,1305,6611044,1632,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
11,163.5,647382,4497880,1305,6611044,1632,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,12602736,1623,4493150,1349,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,12602736,1623,4493150,1349,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,12602736,1623,4493150,1349,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
12,0.0,647382,12602736,1623,4493150,1349,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
13,341.0,647382,4907493,1259,30919770,1600,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
13,341.0,647382,4907493,1259,30919770,1600,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
14,0.0,647382,144400233,1600,6613152,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
14,0.0,647382,144400233,1600,6613152,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
15,0.0,647382,6611451,0,10008152,1542,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
16,0.0,647382,6613993,1414,6605664,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
17,1261.0,647382,6617247,0,6607705,1261,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
18,0.0,647382,6617042,0,4482590,1257,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
19,0.0,647382,6543863,1176,6617212,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
19,0.0,647382,6543863,1176,6617212,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
20,0.0,647382,6617050,0,6605303,1170,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
21,0.0,647382,6613071,1117,6607640,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
22,558.0,647382,6608531,0,6612962,1116,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
23,1115.0,647382,6605737,1115,4493010,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
24,1111.0,647382,6615759,0,3884317,1111,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
24,1111.0,647382,6615759,0,3884317,1111,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
24,1111.0,647382,6615759,0,3884317,1111,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
24,1111.0,647382,6615759,0,3884317,1111,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
25,1108.0,647382,6606334,1108,6609899,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
26,0.0,647382,6612148,0,6610846,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
27,0.0,647382,6608850,0,6612172,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
28,0.0,647382,4493141,0,3839869,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
28,0.0,647382,4493141,0,3839869,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
28,0.0,647382,4493141,0,3839869,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
28,0.0,647382,4493141,0,3839869,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
29,0.0,647382,6608884,0,6611443,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
30,0.0,647382,6606229,0,144408137,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
30,0.0,647382,6606229,0,144408137,0,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
0,0.0,647384,4459091,1675,3524876,2238,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
0,0.0,647384,4459091,1675,3524876,2238,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
0,0.0,647384,4459091,1675,3524876,2238,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
0,0.0,647384,4459091,1675,3524876,2238,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647384,3525090,2216,14339447,1609,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
1,0.0,647384,3525090,2216,14339447,1609,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647384,6603831,1599,3822508,2186,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647384,6603831,1599,3822508,2186,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647384,6603831,1599,3822508,2186,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647384,6603831,1599,3822508,2186,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647384,6603831,1599,3822508,2186,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
2,0.0,647384,6603831,1599,3822508,2186,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
3,0.0,647384,4508378,2109,3626601,1550,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
3,0.0,647384,4508378,2109,3626601,1550,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
3,0.0,647384,4508378,2109,3626601,1550,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
4,0.0,647384,3634779,1506,3844153,2048,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647384,6705260,2006,3853608,1488,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
5,0.0,647384,6705260,2006,3853608,1488,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
6,0.0,647384,14322242,1438,3836878,1997,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
7,0.0,647384,3837769,1979,3879623,1425,WYDHAM CONVENTION CENTER in Albrook Hotel in Panama City,offline,90 min + 30 s
