,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,upset
621,offline,blitz,5,-1,202.0,MM,0
622,offline,blitz,1,0,219.0,MM,1
623,offline,blitz,20,-1,257.0,MM,0
624,offline,blitz,1,0,298.0,MM,0
625,offline,blitz,6,0,267.0,MM,1
626,offline,blitz,-1,1,212.0,MM,0
627,offline,blitz,-4,0,255.0,MM,0
628,offline,blitz,-8,-1,236.0,MM,1
629,offline,blitz,11,1,237.0,MM,1
630,offline,blitz,24,-1,200.0,MM,0
631,offline,blitz,5,0,278.0,MM,0
632,offline,blitz,-13,0,340.0,FF,0
633,offline,blitz,9,0,316.0,FF,0
634,offline,blitz,-2,0,322.0,FF,1
635,offline,blitz,-2,0,299.0,FF,0
636,offline,blitz,-4,0,289.0,FF,0
637,offline,blitz,20,0,284.0,FF,0
638,offline,blitz,2,-1,263.0,FF,1
639,offline,blitz,-8,0,261.0,FF,0
640,offline,blitz,9,0,268.0,FF,1
641,offline,blitz,11,0,269.0,FF,0
642,offline,blitz,3,0,277.0,FF,0
643,offline,blitz,-1,0,270.0,FF,0
644,offline,blitz,9,0,290.0,FF,0
645,offline,blitz,10,-1,305.0,FF,0
646,offline,blitz,4,0,331.0,FF,1
647,offline,blitz,2,0,341.0,FF,0
648,offline,blitz,3,0,346.0,FF,0
649,offline,blitz,0,0,350.0,FF,1
650,offline,blitz,21,0,327.0,FF,0
651,offline,blitz,-2,0,533.0,FF,0
652,offline,blitz,12,0,293.0,FF,1
653,offline,blitz,0,0,273.0,FF,0
654,offline,blitz,-16,0,266.0,FF,0
655,offline,blitz,15,0,256.0,FF,1
656,offline,blitz,10,0,310.0,FF,0
657,offline,blitz,-1,0,786.0,FF,0
658,offline,blitz,-1,0,307.0,FF,1
659,offline,blitz,0,0,330.0,FF,0
660,offline,blitz,4,0,310.0,FF,0
661,offline,blitz,-5,0,302.0,FF,0
662,offline,blitz,6,1,255.0,FF,0
663,offline,blitz,-4,0,285.0,FF,0
664,offline,blitz,7,0,328.0,FF,0
665,offline,blitz,5,0,337.0,FF,0
666,offline,blitz,2,0,502.0,FF,0
667,offline,blitz,11,0,285.0,FF,1
668,offline,blitz,-11,-1,222.0,FF,0
669,offline,blitz,-3,0,268.0,FF,0
670,offline,blitz,11,0,254.0,FF,1
671,offline,blitz,-3,0,237.0,FF,0
672,offline,blitz,9,0,227.0,FF,0
673,offline,blitz,15,0,217.0,FF,0
674,offline,blitz,6,-1,205.0,FF,1
675,offline,blitz,-6,-1,356.0,FF,0
676,offline,blitz,2,1,792.0,FF,0
677,offline,blitz,19,0,234.0,FF,0
678,offline,blitz,1,-1,246.0,FF,0
679,offline,blitz,12,0,220.0,FF,0
680,offline,blitz,1,1,329.0,FF,0
681,offline,blitz,7,0,253.0,FF,0
682,offline,blitz,0,0,243.0,FF,0
683,offline,blitz,14,0,331.0,FF,1
684,offline,blitz,-9,-1,253.0,FF,0
685,offline,blitz,11,-1,271.0,FF,0
686,offline,blitz,2,0,215.0,FF,1
687,offline,blitz,8,-1,220.0,FF,0
688,offline,blitz,7,0,466.0,FF,1
689,offline,blitz,16,0,281.0,FF,0
690,offline,blitz,1,0,262.0,FF,1
691,offline,blitz,15,0,763.0,FF,0
692,offline,blitz,11,-1,249.0,FF,0
693,offline,blitz,-2,1,282.0,FF,0
694,offline,blitz,6,0,310.0,FF,1
695,offline,blitz,14,0,277.0,FF,0
696,offline,blitz,8,0,221.0,FF,1
697,offline,blitz,3,0,302.0,FF,0
698,offline,blitz,13,0,249.0,FF,0
699,offline,blitz,-15,0,237.0,FF,0
700,offline,blitz,-7,0,284.0,FF,0
701,offline,blitz,-1,0,246.0,FF,1
702,offline,blitz,4,0,227.0,FF,1
703,offline,blitz,0,-1,203.0,FF,1
704,offline,blitz,3,-1,202.0,FF,0
705,offline,blitz,6,0,212.0,FF,1
706,offline,blitz,4,0,207.0,FF,0
707,offline,blitz,-6,0,342.0,FF,1
708,offline,blitz,13,0,523.0,FF,0
709,offline,blitz,-21,0,245.0,FF,1
710,offline,blitz,20,0,222.0,FF,0
711,offline,blitz,-5,0,202.0,FF,0
712,offline,blitz,14,0,228.0,FF,1
713,offline,blitz,-2,0,441.0,FF,0
714,offline,blitz,2,0,304.0,FF,0
715,offline,blitz,9,0,204.0,FF,0
716,offline,blitz,-1,-1,322.0,FF,1
717,offline,blitz,5,-1,305.0,FF,0
718,offline,blitz,14,0,479.0,FF,0
719,offline,blitz,8,0,360.0,FF,0
720,offline,blitz,4,-1,225.0,FF,0
721,offline,blitz,17,0,310.0,FF,0
722,offline,blitz,2,-1,244.0,FF,0
723,offline,blitz,-32,0,404.0,FF,0
724,offline,blitz,4,0,258.0,FF,0
725,offline,blitz,5,0,249.0,FF,0
726,offline,blitz,-5,-1,257.0,FF,0
727,offline,blitz,8,0,239.0,FF,1
728,offline,blitz,4,0,239.0,FF,1
729,offline,blitz,22,-1,266.0,FF,0
730,offline,blitz,-2,0,224.0,FF,0
731,offline,blitz,4,0,233.0,FF,1
732,offline,blitz,3,0,233.0,FF,0
733,offline,blitz,-13,0,300.0,FF,0
734,offline,blitz,20,0,235.0,FF,1
735,offline,blitz,-8,-1,206.0,FF,0
736,offline,blitz,6,0,680.0,FF,0
737,offline,blitz,-9,0,262.0,FF,1
738,offline,blitz,7,0,425.0,FF,0
739,offline,blitz,-1,-1,247.0,FF,1
740,offline,blitz,10,-1,208.0,FF,0
741,offline,blitz,-5,0,209.0,FF,1
742,offline,blitz,-2,0,322.0,FF,0
743,offline,blitz,18,1,303.0,FF,1
744,offline,blitz,17,-1,272.0,FF,0
745,offline,blitz,-4,0,405.0,FF,0
746,offline,blitz,-10,0,253.0,FF,0
747,offline,blitz,-2,0,308.0,FF,0
748,offline,blitz,18,0,360.0,FF,0
749,offline,blitz,35,0,234.0,FF,1
750,offline,blitz,16,0,942.0,FF,0
751,offline,blitz,-2,0,242.0,FF,1
752,offline,blitz,-1,0,225.0,FF,0
753,offline,blitz,11,0,245.0,FF,1
754,offline,blitz,-2,0,200.0,FF,0
755,offline,blitz,-9,0,238.0,FF,1
756,offline,blitz,14,0,250.0,FF,0
757,offline,blitz,1,1,269.0,FF,0
758,offline,blitz,10,0,298.0,FF,0
759,offline,blitz,-6,1,221.0,FF,0
760,offline,blitz,4,1,316.0,FF,1
761,offline,blitz,9,-1,284.0,FF,0
762,offline,blitz,-6,-1,245.0,FF,0
763,offline,blitz,3,0,216.0,FF,1
764,offline,blitz,2,0,227.0,FF,0
765,offline,blitz,15,-1,242.0,FF,1
766,offline,blitz,0,0,451.0,FF,0
767,offline,blitz,4,0,644.0,FF,0
768,offline,blitz,-6,0,202.0,FF,0
769,offline,blitz,-3,0,227.0,FF,0
770,offline,blitz,14,1,274.0,FF,1
771,offline,blitz,17,0,243.0,FF,0
772,offline,blitz,6,-1,368.0,FF,1
773,offline,blitz,8,0,252.0,FF,1
774,offline,blitz,40,0,776.0,FF,0
775,offline,rapid,11,0,301.0,MM,0
776,offline,rapid,-3,1,266.0,MM,0
777,offline,rapid,-7,0,264.0,MM,0
778,offline,rapid,2,0,241.0,MM,1
779,offline,rapid,0,-1,242.0,MM,0
780,offline,rapid,4,0,244.0,MM,1
781,offline,rapid,8,0,235.0,MM,1
782,offline,rapid,3,1,228.0,MM,1
783,offline,rapid,2,0,221.0,MM,0
784,offline,rapid,4,0,215.0,MM,1
785,offline,rapid,3,-1,216.0,MM,0
786,offline,rapid,1,0,216.0,MM,1
787,offline,rapid,-24,0,200.0,MM,1
788,offline,rapid,13,0,207.0,MM,1
789,offline,rapid,-3,0,213.0,MM,0
790,offline,rapid,13,0,218.0,MM,0
791,offline,rapid,0,0,216.0,MM,1
792,offline,rapid,1,0,217.0,MM,1
793,offline,rapid,3,0,213.0,MM,0
794,offline,rapid,-6,-1,215.0,MM,1
795,offline,rapid,14,0,212.0,MM,0
796,offline,rapid,-34,-1,214.0,MM,0
797,offline,rapid,-12,0,207.0,MM,0
798,offline,rapid,10,0,207.0,MM,0
799,offline,rapid,-24,0,209.0,MM,0
800,offline,rapid,-2,-1,208.0,MM,1
801,offline,rapid,1,0,210.0,MM,0
802,offline,rapid,0,-1,216.0,MM,0
803,offline,rapid,2,0,215.0,MM,0
804,offline,rapid,-11,0,215.0,MM,0
805,offline,rapid,7,0,213.0,MM,1
806,offline,rapid,13,0,212.0,MM,0
807,offline,rapid,14,0,212.0,MM,0
808,offline,rapid,3,0,217.0,MM,1
809,offline,rapid,-9,-1,217.0,MM,1
810,offline,rapid,10,0,217.0,MM,1
811,offline,rapid,0,0,231.0,MM,1
812,offline,rapid,5,-1,230.0,MM,0
813,offline,rapid,7,-1,230.0,MM,1
814,offline,rapid,8,-1,233.0,MM,0
815,offline,rapid,12,0,273.0,MM,1
816,offline,rapid,-3,1,235.0,MM,0
817,offline,rapid,-12,-1,236.0,MM,0
818,offline,rapid,9,0,219.0,MM,0
819,offline,rapid,-11,-1,207.0,MM,0
820,offline,rapid,2,0,217.0,MM,0
821,offline,rapid,1,0,240.0,MM,0
822,offline,rapid,8,-1,264.0,MM,0
823,offline,rapid,-11,-1,206.0,MM,1
824,offline,rapid,-3,-1,222.0,MM,1
825,offline,rapid,8,0,250.0,MM,1
826,offline,rapid,-2,0,235.0,MM,0
827,offline,rapid,0,0,242.0,MM,1
828,offline,rapid,11,1,221.0,MM,0
829,offline,rapid,8,0,202.0,MM,1
830,offline,rapid,12,0,212.0,MM,1
831,offline,rapid,29,0,202.0,MM,1
832,offline,rapid,1,0,207.0,MM,0
833,offline,rapid,8,0,212.0,MM,0
834,offline,rapid,6,0,209.0,MM,1
835,offline,rapid,3,0,268.0,MM,0
836,offline,rapid,-7,0,236.0,MM,1
837,offline,rapid,6,-1,200.0,MM,0
838,offline,rapid,0,-1,255.0,MM,0
839,offline,rapid,-7,0,260.0,MM,1
840,offline,rapid,-12,-1,240.0,MM,0
841,offline,rapid,13,0,285.0,MM,1
842,offline,rapid,6,-1,247.0,MM,0
843,offline,rapid,2,0,208.0,MM,1
844,offline,rapid,-12,-1,229.0,MM,1
845,offline,rapid,7,0,255.0,MM,1
846,offline,rapid,5,0,249.0,MM,0
847,offline,rapid,-11,-1,205.0,MM,0
848,offline,rapid,-2,-1,210.0,MM,0
849,offline,rapid,9,0,303.0,MM,1
850,offline,rapid,-3,0,260.0,MM,1
851,offline,rapid,-1,0,205.0,MM,1
852,offline,rapid,7,0,216.0,MM,0
853,offline,rapid,-1,0,200.0,MM,1
854,offline,rapid,3,0,232.0,MM,0
855,offline,rapid,7,0,207.0,MM,1
856,offline,rapid,11,0,263.0,MM,0
857,offline,rapid,7,0,206.0,MM,0
858,offline,rapid,1,0,221.0,MM,0
859,offline,rapid,-10,-1,203.0,MM,1
860,offline,rapid,9,0,229.0,MM,0
861,offline,rapid,14,0,223.0,MM,0
862,offline,rapid,-5,-1,233.0,MM,1
863,offline,rapid,8,0,209.0,MM,1
864,offline,rapid,5,0,204.0,MM,1
865,offline,rapid,5,0,222.0,MM,0
866,offline,rapid,-7,0,210.0,MM,1
867,offline,rapid,-23,0,200.0,MM,1
868,offline,rapid,1,0,284.0,MM,1
869,offline,rapid,-8,0,204.0,MM,0
870,offline,rapid,16,0,205.0,MM,0
871,offline,rapid,-5,0,236.0,MM,0
872,offline,rapid,-20,0,250.0,MM,0
873,offline,rapid,11,0,294.0,MM,0
874,offline,rapid,28,0,249.0,MM,1
875,offline,rapid,-2,0,220.0,MM,0
876,offline,rapid,26,0,220.0,MM,0
877,offline,rapid,-5,-1,266.0,MM,1
878,offline,rapid,5,0,246.0,MM,0
879,offline,rapid,29,0,252.0,MM,0
880,offline,rapid,0,0,211.0,MM,1
881,offline,rapid,31,0,236.0,MM,0
882,offline,rapid,4,0,223.0,MM,0
883,offline,rapid,11,0,236.0,MM,0
884,offline,rapid,-12,-1,288.0,MM,1
885,offline,rapid,-3,-1,306.0,MM,0
886,offline,rapid,5,0,237.0,MM,0
887,offline,rapid,-25,0,359.0,MM,0
888,offline,rapid,1,0,238.0,MM,0
889,offline,rapid,6,-1,205.0,MM,1
890,offline,rapid,-9,0,251.0,MM,1
891,offline,rapid,7,-1,234.0,MM,1
892,offline,rapid,-16,0,332.0,FF,0
893,offline,rapid,-7,0,330.0,FF,0
894,offline,rapid,-6,0,328.0,FF,0
895,offline,rapid,7,0,331.0,FF,1
896,offline,rapid,4,-1,343.0,FF,0
897,offline,rapid,-30,0,340.0,FF,0
898,offline,rapid,12,0,326.0,FF,1
899,offline,rapid,9,0,303.0,FF,1
900,offline,rapid,9,0,292.0,FF,1
901,offline,rapid,-12,0,281.0,FF,0
902,offline,rapid,9,0,273.0,FF,0
903,offline,rapid,6,0,285.0,FF,1
904,offline,rapid,3,0,279.0,FF,0
905,offline,rapid,-6,-1,280.0,FF,1
906,offline,rapid,18,0,276.0,FF,0
907,offline,rapid,0,0,308.0,FF,1
908,offline,rapid,13,0,424.0,FF,0
909,offline,rapid,0,0,547.0,FF,0
910,offline,rapid,-8,0,275.0,FF,0
911,offline,rapid,10,-1,235.0,FF,0
912,offline,rapid,22,0,218.0,FF,0
913,offline,rapid,1,0,823.0,FF,0
914,offline,rapid,4,0,366.0,FF,1
915,offline,rapid,15,0,291.0,FF,0
916,offline,rapid,17,-1,327.0,FF,1
917,offline,rapid,-3,-1,323.0,FF,1
918,offline,rapid,-2,1,261.0,FF,0
919,offline,rapid,4,0,323.0,FF,0
920,offline,rapid,1,-1,279.0,FF,0
921,offline,rapid,18,0,295.0,FF,1
922,offline,rapid,31,0,293.0,FF,0
923,offline,rapid,18,0,374.0,FF,1
924,offline,rapid,0,0,260.0,FF,0
925,offline,rapid,9,0,234.0,FF,1
926,offline,rapid,2,0,278.0,FF,1
927,offline,rapid,6,0,248.0,FF,0
928,offline,rapid,0,-1,233.0,FF,0
929,offline,rapid,5,-1,365.0,FF,0
930,offline,rapid,-4,0,312.0,FF,0
931,offline,rapid,16,0,289.0,FF,0
932,offline,rapid,26,0,227.0,FF,0
933,offline,rapid,13,0,780.0,FF,0
934,offline,rapid,14,0,392.0,FF,0
935,offline,rapid,-1,0,253.0,FF,1
936,offline,rapid,6,0,361.0,FF,0
937,offline,rapid,-6,0,246.0,FF,1
938,offline,rapid,-8,0,262.0,FF,1
939,offline,rapid,2,0,219.0,FF,1
940,offline,rapid,10,-1,302.0,FF,0
941,offline,rapid,-9,0,481.0,FF,0
942,offline,rapid,4,0,306.0,FF,1
943,offline,rapid,6,0,966.0,FF,0
944,offline,rapid,-11,0,218.0,FF,0
945,offline,rapid,17,0,238.0,FF,1
946,offline,rapid,10,0,204.0,FF,0
947,offline,rapid,0,0,268.0,FF,1
948,offline,rapid,-14,-1,263.0,FF,0
949,offline,rapid,-6,0,259.0,FF,0
950,offline,rapid,5,0,213.0,FF,1
951,offline,rapid,6,0,385.0,FF,0
952,offline,rapid,5,0,273.0,FF,0
953,offline,rapid,20,-1,220.0,FF,1
954,offline,rapid,1,0,650.0,FF,0
955,offline,rapid,11,1,572.0,FF,0
956,offline,rapid,4,0,435.0,FF,1
957,offline,rapid,-4,0,211.0,FF,0
958,offline,rapid,-9,0,282.0,FF,1
959,offline,rapid,8,0,244.0,FF,1
960,offline,rapid,3,0,228.0,FF,0
961,offline,rapid,3,0,292.0,FF,1
962,offline,rapid,17,0,248.0,FF,0
963,offline,rapid,38,0,320.0,FF,1
964,offline,rapid,6,0,373.0,FF,0
965,offline,rapid,7,0,258.0,FF,0
966,offline,rapid,-12,-1,259.0,FF,1
967,offline,rapid,1,0,261.0,FF,0
968,offline,rapid,9,0,204.0,FF,0
969,offline,rapid,10,0,245.0,FF,0
970,offline,rapid,0,1,321.0,FF,0
971,offline,rapid,17,0,206.0,FF,0
972,offline,rapid,-20,-1,283.0,FF,0
973,offline,rapid,5,0,302.0,FF,0
974,offline,rapid,3,1,326.0,FF,0
975,offline,rapid,10,0,222.0,FF,1
976,offline,rapid,4,0,389.0,FF,0
977,offline,rapid,-2,0,269.0,FF,0
978,offline,rapid,8,0,367.0,FF,0
979,offline,rapid,2,0,245.0,FF,0
980,offline,rapid,9,-1,336.0,FF,0
981,offline,rapid,2,0,270.0,FF,0
982,offline,rapid,11,0,250.0,FF,0
983,offline,rapid,-4,0,270.0,FF,1
984,offline,rapid,6,1,240.0,FF,1
985,offline,rapid,4,0,305.0,FF,0
986,offline,rapid,8,0,235.0,FF,1
987,offline,rapid,-1,0,227.0,FF,1
988,offline,rapid,-1,0,376.0,FF,1
989,offline,rapid,4,1,202.0,FF,0
990,offline,rapid,11,-1,209.0,FF,0
991,offline,rapid,-7,0,458.0,FF,0
992,offline,blitz,-28,0,493.0,MM,0
993,offline,rapid,-10,0,326.0,MM,0
994,offline,rapid,5,0,247.0,MM,0
995,offline,rapid,-20,0,212.0,MM,0
996,offline,rapid,-16,0,471.0,MM,0
997,offline,rapid,-2,0,358.0,MM,0
998,offline,rapid,-19,0,230.0,MM,0
999,offline,rapid,18,0,241.0,MM,1
1000,offline,rapid,-4,0,236.0,MM,0
1001,offline,rapid,4,0,226.0,MM,1
1002,offline,rapid,-1,0,330.0,MM,0
1003,offline,rapid,-8,0,230.0,MM,1
1004,offline,rapid,1,0,523.0,MM,1
1005,offline,rapid,0,0,247.0,MM,0
1006,offline,rapid,2,0,486.0,MM,1
1007,offline,rapid,-3,0,378.0,MM,0
1008,offline,rapid,9,-1,212.0,FF,1
1009,offline,rapid,10,0,355.0,MM,0
1010,offline,rapid,14,0,340.0,MM,1
1011,offline,rapid,5,0,226.0,MM,0
1012,offline,rapid,2,0,406.0,MM,0
1013,offline,blitz,-1,0,268.0,FF,0
1014,offline,blitz,-2,0,235.0,FF,1
1015,offline,blitz,-2,0,278.0,FF,1
1016,online,standard,15,0,935.0,MM,0
1017,online,standard,-40,0,916.0,MM,0
1018,online,standard,12,0,878.0,MM,0
1019,online,standard,12,0,849.0,MF,0
1020,online,standard,-12,0,850.0,MM,0
1021,online,standard,3,0,849.0,MM,0
1022,online,standard,-24,0,814.0,MM,0
1023,online,standard,6,0,806.0,MM,0
1024,online,standard,-2,0,791.0,MM,0
1025,online,standard,38,0,791.0,MM,0
1026,online,standard,-5,0,760.0,MM,0
1027,online,standard,21,0,765.0,MM,0
1028,online,standard,-23,0,786.0,MF,0
1029,online,standard,10,0,790.0,MF,0
1030,online,standard,-4,0,786.0,MF,0
1031,online,standard,-15,0,787.0,MF,0
1032,online,standard,0,0,821.0,MM,0
1033,online,standard,32,0,555.0,MM,1
1034,online,standard,-40,0,530.0,MM,0
1035,online,standard,-10,0,534.0,MF,0
1036,online,standard,-37,0,540.0,MM,0
1037,online,standard,36,0,500.0,MM,1
1038,online,standard,2,0,473.0,MM,0
1039,online,standard,6,0,475.0,MM,0
1040,online,standard,2,0,450.0,MM,0
1041,online,standard,22,0,471.0,MM,1
1042,online,standard,36,0,483.0,MM,1
1043,online,standard,13,0,486.0,MM,0
1044,online,standard,-16,0,477.0,MF,0
1045,online,standard,-18,0,474.0,MM,0
1046,online,standard,17,0,464.0,MM,0
1047,online,standard,-14,0,489.0,MM,1
1048,online,standard,-3,0,482.0,MM,0
1049,online,standard,23,0,490.0,MF,1
1050,online,standard,-12,0,483.0,MM,0
1051,online,standard,-3,0,484.0,MM,0
1052,online,standard,5,0,551.0,MM,0
1053,online,standard,-11,0,654.0,MM,0
1054,online,standard,21,0,870.0,MM,0
1055,online,standard,-31,0,373.0,MM,1
1056,online,standard,-2,0,400.0,MM,0
1057,online,standard,-8,0,348.0,MM,0
1058,online,standard,37,0,238.0,MF,0
1059,online,standard,-31,0,231.0,MM,0
1060,online,standard,-7,0,234.0,MM,0
1061,online,standard,-20,0,255.0,MM,1
1062,online,standard,-5,0,238.0,MM,1
1063,online,standard,25,0,284.0,MM,1
1064,online,standard,-35,0,522.0,MM,0
1065,online,standard,7,0,371.0,MM,0
1066,online,standard,-15,0,735.0,MM,0
1067,online,standard,20,0,990.0,MM,0
1068,online,standard,-2,0,486.0,MM,0
1069,online,standard,10,0,439.0,MM,0
1070,online,standard,14,0,685.0,MF,0
1071,online,standard,13,0,291.0,MM,1
1072,online,standard,31,0,276.0,MM,1
1073,online,standard,41,0,209.0,MF,0
1074,online,standard,25,0,712.0,MM,0
1075,online,standard,19,0,688.0,MM,0
1076,online,standard,5,0,683.0,MF,1
1077,online,standard,15,0,621.0,MF,0
1078,online,standard,18,0,641.0,MM,1
1079,online,standard,-19,0,594.0,MM,0
1080,online,standard,-10,0,611.0,MF,0
1081,online,standard,-1,0,615.0,MF,0
1082,online,standard,38,0,576.0,MF,0
1083,online,standard,-13,0,528.0,MF,0
1084,online,standard,-2,0,329.0,MM,0
1085,online,standard,7,0,252.0,MM,1
1086,online,standard,21,0,448.0,MM,1
1087,online,standard,-37,0,436.0,MM,0
1088,online,standard,-20,0,343.0,MM,0
1089,online,standard,19,0,426.0,MM,0
1090,online,standard,-1,0,218.0,MM,0
1091,online,standard,1,0,236.0,MM,0
1092,online,standard,-5,0,223.0,MM,1
1093,online,standard,3,0,228.0,MM,0
1094,online,standard,15,0,699.0,MM,0
1095,online,standard,-9,0,698.0,MM,0
1096,online,standard,44,0,639.0,MM,0
1097,online,standard,41,0,631.0,MM,0
1098,online,standard,8,0,503.0,MF,0
1099,online,standard,0,0,471.0,MM,0
1100,online,standard,-5,0,460.0,MM,1
1101,online,standard,19,0,416.0,MM,1
1102,online,standard,-7,0,415.0,MM,0
1103,online,standard,-19,0,409.0,MM,0
1104,online,standard,-5,0,520.0,MM,0
1105,online,standard,0,0,565.0,FF,0
1106,online,standard,9,0,487.0,MM,0
1107,online,standard,9,0,839.0,MM,0
1108,online,standard,41,0,800.0,MM,0
1109,online,standard,-13,0,489.0,MM,0
1110,online,standard,16,0,321.0,MM,0
1111,online,standard,28,0,494.0,MF,1
1112,online,standard,-9,0,397.0,MM,0
1113,online,standard,42,0,431.0,MM,0
1114,online,standard,-8,0,303.0,MM,0
1115,online,standard,11,0,308.0,MM,1
1116,online,standard,-2,0,283.0,MM,0
1117,online,standard,19,0,358.0,MM,1
1118,online,standard,33,0,417.0,MM,0
1119,online,standard,22,0,434.0,MF,0
1120,online,standard,-1,0,412.0,MM,0
1121,online,standard,19,0,376.0,MM,1
1122,online,standard,-4,0,427.0,MM,0
1123,online,standard,30,0,394.0,MF,1
1124,online,standard,32,0,513.0,MM,1
1125,online,standard,1,0,499.0,MM,0
1126,online,standard,-20,0,504.0,MM,0
1127,online,standard,-11,0,595.0,MM,0
1128,online,standard,-8,0,599.0,MM,0
1129,online,standard,18,0,489.0,MF,1
1130,online,standard,-49,0,440.0,MM,0
1131,online,standard,14,0,491.0,MF,0
1132,online,standard,14,0,394.0,MF,0
1133,online,standard,8,0,396.0,FF,0
1134,online,standard,27,0,533.0,FM,0
1135,online,standard,-3,0,383.0,MM,1
1136,online,standard,-28,0,439.0,MM,0
1137,online,standard,16,0,503.0,MM,0
1138,online,standard,-5,0,308.0,MM,0
1139,online,standard,31,0,239.0,MM,0
1140,online,standard,35,0,322.0,MM,1
1141,online,standard,30,0,293.0,MM,0
1142,online,standard,21,0,478.0,MF,0
1143,online,standard,40,0,403.0,MF,1
1144,online,standard,-17,0,417.0,MM,0
1145,online,standard,9,0,322.0,MM,1
1146,online,standard,1,0,338.0,MM,0
1147,online,standard,-9,0,715.0,MM,0
1148,online,standard,-11,0,227.0,MM,0
1149,online,standard,25,0,299.0,MM,0
1150,online,standard,-10,0,638.0,MM,0
1151,online,standard,24,0,270.0,MM,1
1152,online,standard,-36,0,322.0,MM,0
1153,online,standard,7,0,481.0,MM,1
1154,online,standard,18,0,326.0,MM,1
1155,online,standard,27,0,361.0,MF,0
1156,online,standard,0,0,371.0,MM,1
1157,online,standard,35,0,350.0,MM,0
1158,online,standard,2,0,318.0,MM,0
1159,online,standard,-3,0,325.0,MF,0
1160,online,standard,37,0,441.0,MM,1
1161,online,standard,-1,0,354.0,FM,1
1162,online,standard,-3,0,295.0,MF,0
1163,online,standard,16,0,615.0,MM,1
1164,online,standard,14,0,748.0,MM,0
1165,online,standard,1,0,275.0,MM,0
1166,online,standard,11,0,262.0,MM,0
1167,online,standard,-1,0,270.0,MM,0
1168,online,standard,26,0,578.0,MM,1
1169,online,standard,18,0,320.0,MF,0
1170,online,standard,28,0,235.0,MM,1
1171,online,standard,0,0,325.0,MM,0
1172,online,standard,19,0,268.0,MM,0
1173,online,standard,18,0,334.0,MM,1
1174,online,standard,15,0,201.0,MM,0
1175,online,standard,30,0,405.0,MM,0
1176,online,standard,10,0,419.0,MF,0
1177,online,standard,36,0,395.0,MM,1
1178,online,standard,-12,0,399.0,MM,0
1179,online,standard,-29,0,428.0,MM,0
1180,online,standard,43,0,664.0,MM,0
1181,online,standard,-18,0,551.0,MF,0
1182,online,standard,-22,0,421.0,MM,0
1183,online,standard,-19,0,669.0,MM,0
1184,online,standard,16,0,561.0,MM,1
1185,online,standard,15,0,473.0,MF,0
1186,online,standard,-12,0,464.0,FM,0
1187,online,standard,15,0,512.0,MM,0
1188,online,standard,-13,0,240.0,MM,0
1189,online,standard,0,0,263.0,MM,0
1190,online,standard,-21,0,516.0,MM,1
1191,online,standard,25,0,430.0,MM,1
1192,online,standard,37,0,410.0,MM,0
1193,online,standard,21,0,386.0,MM,1
1194,online,standard,4,0,281.0,MM,1
1195,online,standard,30,0,355.0,MM,0
1196,online,standard,15,0,373.0,MM,1
1197,online,standard,18,0,319.0,MM,1
1198,online,standard,-15,0,592.0,MM,1
1199,online,standard,-31,0,808.0,MM,0
1200,online,standard,44,0,464.0,MM,1
1201,online,standard,-5,0,230.0,MM,0
1202,online,standard,29,0,300.0,MM,1
1203,online,standard,11,0,361.0,MM,0
1204,online,standard,41,0,524.0,MM,0
1205,online,standard,5,0,383.0,MM,1
1206,online,standard,0,0,378.0,MF,0
1207,online,standard,2,0,383.0,MM,1
1208,online,standard,34,0,260.0,MM,1
1209,online,standard,-15,0,345.0,MM,1
1210,online,standard,30,0,329.0,MF,1
1211,online,standard,-21,0,294.0,FM,0
1212,online,standard,-30,0,513.0,MM,0
1213,online,standard,-13,0,241.0,MM,0
1214,online,standard,-2,0,468.0,MM,0
1215,online,standard,-3,0,292.0,MM,1
1216,online,standard,-9,0,230.0,MM,0
1217,online,standard,-1,0,219.0,MF,1
1218,online,standard,36,0,316.0,MM,0
1219,online,standard,-5,0,555.0,MM,1
1220,online,standard,17,0,535.0,MM,0
1221,online,standard,29,0,473.0,MF,0
1222,online,standard,36,0,361.0,MF,1
1223,online,standard,22,0,502.0,MM,0
1224,online,standard,33,0,263.0,MM,1
1225,online,standard,6,0,396.0,MM,1
1226,online,standard,3,0,411.0,MF,0
1227,online,standard,0,0,361.0,MM,1
1228,online,standard,-26,0,517.0,MM,1
1229,online,standard,14,0,465.0,MF,0
1230,online,standard,19,0,442.0,MF,0
1231,online,standard,23,0,378.0,MM,1
1232,offline,standard,-41,-1,482.0,MM,0
1233,offline,standard,18,0,465.0,MF,0
1234,offline,standard,-13,0,414.0,MF,0
1235,offline,standard,-41,0,407.0,FM,0
1236,offline,standard,-2,0,868.0,MM,0
1237,offline,standard,-27,0,277.0,MM,0
1238,offline,standard,28,0,221.0,MM,1
1239,offline,standard,-16,0,621.0,FM,0
1240,offline,standard,-16,0,304.0,MF,0
1241,offline,standard,-17,-1,219.0,MM,1
1242,offline,standard,3,0,220.0,MM,1
1243,offline,standard,1,0,338.0,MM,0
1244,offline,standard,19,0,238.0,MF,1
1245,offline,standard,2,0,271.0,MM,0
1246,offline,standard,-35,0,504.0,MM,0
1247,offline,standard,-21,0,921.0,MM,0
1248,offline,standard,-11,0,295.0,MF,0
1249,offline,standard,14,0,247.0,MF,0
1250,offline,standard,12,1,663.0,MM,0
